,cost_exists,age_exists,cup_exists,county_fips,place_fips,state_fips,place,url,state,bls_code,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place,region,counts,completeness,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
monroe,0.04573170731707317,0.009146341463414634,0.08231707317073171,,51410.0,22.0,Monroe,monroe,louisiana,LAUCT225141000000003,49013.0,15903.0,31504.0,308.0,82.0,284.0,215.0,520.0,276.0,698.0,167.0,3768.0,546.0,2169.0,390.0,1964.0,756.0,476.0,245.0,27122.0,16000US2251410,monroe,monroe,328.0,0.13719512195121952,0.394248479961137,-0.4481707317073171,1.8549206421026603,244.8,197.75135903452093,-0.7652439024390244,2.467478860719431
monroemi,0.010101010101010102,,0.045454545454545456,115.0,55020.0,26.0,Monroe,monroemi,michigan,LAUCT265502000000003,20631.0,18868.0,,84.0,22.0,0.0,98.0,97.0,91.0,190.0,82.0,2243.0,619.0,1007.0,593.0,653.0,155.0,95.0,116.0,43311.0,16000US2655020,monroemi,monroemi,198.0,0.05555555555555555,0.25077432256374255,-0.7222222222222222,1.3209022878017547,155.0,63.63961030678928,-1.0,0.0
monterey,0.11611785095320624,0.04852686308492201,0.08145580589254767,53.0,48872.0,6.0,Monterey,monterey,california,LAUCT064887200000003,28492.0,22099.0,,16.0,0.0,20.0,75.0,122.0,114.0,44.0,329.0,1345.0,374.0,1588.0,860.0,2294.0,1531.0,328.0,362.0,61374.0,16000US0648872,monterey,monterey,577.0,0.24610051993067592,0.48421924228640856,-0.5251299826689775,1.6392990622112977,245.230514096194,213.25570282215426,0.21143847487001732,5.521140637055184
montgomery,0.1168724279835391,0.02962962962962963,0.06748971193415639,101.0,51000.0,1.0,Montgomery,montgomery,alabama,LAUCT015100000000003,206346.0,78298.0,117266.0,994.0,314.0,720.0,1442.0,1539.0,2110.0,1391.0,895.0,15132.0,2266.0,10868.0,3159.0,10755.0,4881.0,1445.0,1123.0,42403.0,16000US0151000,montgomery,montgomery,1215.0,0.2139917695473251,0.4374952481904295,-0.5958847736625514,1.537713546833603,182.25469483571123,142.267487847262,-0.13292181069958847,5.045573453282055
morgantown,0.14221218961625282,0.029345372460496615,0.1489841986455982,,55756.0,54.0,Morgantown,morgantown,west virginia,LAUCT545575600000003,30480.0,26389.0,,91.0,0.0,18.0,45.0,34.0,52.0,186.0,138.0,1920.0,324.0,1479.0,307.0,1598.0,866.0,391.0,521.0,31883.0,16000US5455756,morgantown,morgantown,443.0,0.32054176072234764,0.6246864733561772,-0.06433408577878104,2.301591264684639,278.9920634920635,361.6420491455459,-0.03837471783295711,5.64531352302917
moseslake,0.10480349344978165,0.013100436681222707,0.043668122270742356,,47245.0,53.0,Moses Lake,moseslake,washington,LAUCT534724500000003,20869.0,16431.0,,298.0,67.0,133.0,136.0,95.0,38.0,148.0,127.0,1462.0,497.0,1254.0,647.0,424.0,490.0,112.0,131.0,43065.0,16000US5347245,moseslake,moseslake,229.0,0.1615720524017467,0.4443694234290473,-0.7074235807860262,1.3850666269246599,187.86388888891668,106.40641344802886,-0.6244541484716157,3.4702387909953356
mtvernon,0.20699708454810495,0.029154518950437316,0.09037900874635568,,,53.0,Mt. Vernon,mtvernon,washington,,6821303.0,5350392.0,243811.0,23816.0,14943.0,25667.0,30268.0,24417.0,33614.0,43102.0,40317.0,539604.0,167952.0,379027.0,202139.0,457320.0,175936.0,53047.0,38787.0,57966.0,04000US53,mtvernon,mtvernon,343.0,0.32653061224489793,0.544586788546124,-0.43731778425655976,1.8244620551085047,188.27699530519723,81.65400749145121,0.09912536443148688,6.802267797285857
muncie,0.05737704918032787,0.00819672131147541,0.020491803278688523,,51876.0,18.0,Muncie,muncie,indiana,LAUCT185187600000003,69830.0,58621.0,5295.0,224.0,35.0,134.0,468.0,354.0,774.0,609.0,383.0,6056.0,1449.0,2405.0,853.0,1663.0,1204.0,213.0,653.0,28975.0,16000US1851876,muncie,muncie,244.0,0.0860655737704918,0.32198345528400085,-0.8872950819672131,0.7834465764062725,235.20833333335713,102.1670575033098,-0.7868852459016393,2.4113227700124673
muskegon,0.03546099290780142,0.010638297872340425,0.031914893617021274,121.0,56320.0,26.0,Muskegon,muskegon,michigan,LAUCT265632000000003,37431.0,21555.0,12156.0,264.0,114.0,46.0,559.0,300.0,360.0,637.0,181.0,5515.0,887.0,1605.0,848.0,951.0,222.0,84.0,45.0,25531.0,16000US2656320,muskegon,muskegon,282.0,0.07801418439716312,0.30583697622400874,-0.824468085106383,0.9938622497990753,161.1666666667,41.64110326932184,-0.6985815602836879,2.9427390783689664
myrtlebeach,0.08921644685802949,0.04189294026377036,0.0791311093871218,,49075.0,45.0,Myrtle Beach,myrtlebeach,south carolina,LAUCT454907500000003,27708.0,21378.0,2831.0,202.0,229.0,201.0,176.0,129.0,232.0,313.0,144.0,2839.0,418.0,1472.0,508.0,2122.0,592.0,239.0,179.0,33537.0,16000US4549075,myrtlebeach,myrtlebeach,1289.0,0.21024049650892165,0.4679352239290628,-0.5155159038013964,1.7070346054930785,253.5815734989504,637.766758173626,0.0896043444530644,5.344563957530135
nashville,0.23209549071618038,0.04420866489832007,0.1259946949602122,,,47.0,Nashville,nashville,tennessee,,6404240.0,5004585.0,1071708.0,25609.0,14495.0,25717.0,67032.0,42317.0,61603.0,66637.0,38190.0,698145.0,118195.0,296210.0,108182.0,310515.0,105096.0,39982.0,30507.0,42959.0,04000US47,nashville,nashville,2262.0,0.40229885057471265,0.654960335533439,-0.2434423813734173,2.0351534833077913,221.39036281178778,317.91870453897604,0.39080459770114945,6.710973432524101
natchez,,,,,50440.0,28.0,Natchez,natchez,mississippi,LAUCT285044000000003,,,,,,,,,,,,,,,,,,,,,,,natchez,,,,,,,,,
newhampshire,,,,0.0,,33.0,New Hampshire,newhampshire, new hampshire,,,,,,,,,,,,,,,,,,,,,,,,newhampshire,,,,,,,,,
newhaven,0.20651602732527588,0.06568575932737783,0.17025748817656333,9.0,52000.0,9.0,New Haven,newhaven,connecticut,LAUCT095200000000003,130378.0,59149.0,45471.0,690.0,651.0,1210.0,757.0,1099.0,1001.0,1234.0,913.0,11285.0,971.0,4010.0,1448.0,5750.0,3014.0,1253.0,2175.0,36413.0,16000US0952000,newhaven,newhaven,1903.0,0.44245927482921704,0.6243605732616674,0.02233315817130846,2.3278026131239136,237.16050262999266,479.166914399864,0.6374146085128745,6.345627674097519
newlondon,0.0809090909090909,0.06545454545454546,0.20545454545454545,,,9.0,Eastern Connecticut,newlondon,connecticut,,3584561.0,2797813.0,362387.0,11484.0,8238.0,13052.0,20176.0,15663.0,21171.0,21463.0,20134.0,333606.0,60254.0,140802.0,67713.0,241148.0,121978.0,41542.0,24148.0,67544.0,04000US09,newlondon,newlondon,1100.0,0.3518181818181818,0.5871278959342116,0.2636363636363636,2.563931498034019,356.95585874798877,928.5922692088443,0.6545454545454545,6.359901057992157
neworleans,0.1466346153846154,0.02844551282051282,0.08213141025641026,,55000.0,22.0,New Orleans,neworleans,louisiana,LAUCT225500000000003,359130.0,120233.0,215550.0,1927.0,1060.0,1360.0,2715.0,2066.0,2876.0,4977.0,2600.0,29368.0,4459.0,19836.0,3880.0,20938.0,7175.0,5694.0,2963.0,36004.0,16000US2255000,neworleans,neworleans,2496.0,0.25721153846153844,0.49237479912023757,-0.5024038461538461,1.7064049538436752,216.02816809781135,131.42358990614633,-0.26021634615384615,4.462007936222778
newportnews,0.1244196843082637,0.012999071494893221,0.07056638811513463,700.0,56000.0,51.0,Newport News,newportnews,virginia,LAUCT515600000000003,180623.0,91343.0,72107.0,703.0,94.0,382.0,643.0,566.0,1070.0,1984.0,779.0,15192.0,3774.0,10406.0,4760.0,7747.0,3318.0,762.0,577.0,49690.0,16000US5156000,newportnews,newportnews,1077.0,0.20798514391829154,0.4432594377417377,-0.584958217270195,1.527771515036174,175.50577469793507,56.84036943729349,-0.5394614670380687,4.25244002639828
norfolk,0.11911852293031566,0.011911852293031567,0.08040500297796307,710.0,57000.0,51.0,Norfolk,norfolk,virginia,LAUCT515700000000003,244118.0,116491.0,105035.0,765.0,283.0,424.0,1162.0,1420.0,2109.0,2538.0,1209.0,20867.0,4862.0,14519.0,4639.0,10503.0,4578.0,1490.0,943.0,43708.0,16000US5157000,norfolk,norfolk,1679.0,0.2114353782013103,0.446106477999448,-0.4994044073853484,1.7329966406832469,182.1565079365399,64.74426594667348,-0.726027397260274,2.5273206334910183
northbay,0.1296137339055794,0.24892703862660945,0.2935622317596567,,,6.0,North Bay,northbay,california,,37686586.0,23539312.0,2255750.0,268463.0,214658.0,487744.0,231887.0,266770.0,202112.0,289885.0,332143.0,2524456.0,647878.0,1953231.0,839606.0,2272529.0,864544.0,317925.0,221774.0,59368.0,04000US06,northbay,northbay,1165.0,0.6721030042918454,0.8366309398935629,0.7465665236051502,2.7418241892872786,224.12141280354305,89.54305494824197,4.691845493562232,9.954551901014451
northernmichigan,0.11019283746556474,0.013774104683195593,0.12121212121212122,,,26.0,Northern Michigan,northernmichigan,michigan,,9879277.0,7835838.0,1387599.0,34061.0,9139.0,18865.0,49920.0,42921.0,74629.0,87624.0,55350.0,985126.0,239334.0,519076.0,230289.0,498786.0,213946.0,66786.0,41443.0,47175.0,04000US26,northernmichigan,northernmichigan,363.0,0.24517906336088155,0.46768225791350704,-0.33746556473829203,1.8263044746240786,264.4,308.62003025876834,-0.6831955922865014,2.749468805107045
northjersey,0.11597845601436266,0.05727109515260323,0.15888689407540396,,,34.0,North Jersey,northjersey,new jersey,,8834249.0,6111522.0,1191729.0,33507.0,23585.0,45687.0,53235.0,37852.0,51004.0,51465.0,51182.0,816922.0,140153.0,355556.0,150122.0,638156.0,266739.0,86609.0,54989.0,70062.0,04000US34,northjersey,northjersey,5570.0,0.33213644524236985,0.5700282692491245,-0.039467384799520645,2.2695326373231897,222.58985699542924,436.5790389533789,0.41283662477558347,5.82615251979675
northmiss,0.10526315789473684,0.02834008097165992,0.06477732793522267,,,28.0,North Mississippi,northmiss,mississippi,,2977179.0,1769848.0,1112470.0,14275.0,6805.0,12928.0,29713.0,24246.0,38117.0,39551.0,20291.0,286911.0,46983.0,151028.0,62844.0,108354.0,36695.0,14656.0,10628.0,37792.0,04000US28,northmiss,northmiss,494.0,0.19838056680161945,0.4903918713970851,-0.5688259109311741,1.6518229643439875,181.41025641023077,60.0382363780313,-0.2388663967611336,4.509132892537124
northplatte,0.024539877300613498,,0.024539877300613498,,35000.0,31.0,North Platte,northplatte,nebraska,LAUCT313500000000003,24642.0,23051.0,,69.0,232.0,0.0,175.0,27.0,145.0,109.0,17.0,2822.0,876.0,1278.0,675.0,868.0,223.0,73.0,34.0,42264.0,16000US3135000,northplatte,northplatte,163.0,0.049079754601226995,0.24352557047768641,-0.8650306748466258,0.8571798248557098,128.75,33.26033673912518,-1.0,0.0
nova,0.20709430756159727,0.07030586236193713,0.22047578589634664,,,11.0,Northern Virginia,nova,district of columbia,,618777.0,247079.0,311415.0,3090.0,1749.0,2436.0,3391.0,3530.0,3580.0,4914.0,3206.0,37139.0,5853.0,20007.0,5871.0,47186.0,31761.0,18817.0,8429.0,64610.0,04000US11,nova,nova,4708.0,0.49787595581988103,0.6985643050465358,0.2961625601812511,2.500593400444975,230.42990638990221,352.55662506591455,0.8472812234494478,6.979950880757118
nwct,0.1371527777777778,0.052083333333333336,0.14930555555555555,,,9.0,Northwest Connecticut,nwct,connecticut,,3584561.0,2797813.0,362387.0,11484.0,8238.0,13052.0,20176.0,15663.0,21171.0,21463.0,20134.0,333606.0,60254.0,140802.0,67713.0,241148.0,121978.0,41542.0,24148.0,67544.0,04000US09,nwct,nwct,576.0,0.3385416666666667,0.6365455344209905,-0.1527777777777778,2.078693383732887,559.496483825595,1522.5763551131192,0.375,6.070455895779879
nwga,0.08970099667774087,0.026578073089700997,0.10963455149501661,,,13.0,Northwest Georgia,nwga,georgia,,9815725.0,5948579.0,3016117.0,39497.0,26950.0,52104.0,68531.0,75502.0,92941.0,93149.0,51998.0,890559.0,158947.0,453616.0,180469.0,536631.0,188848.0,65021.0,39960.0,47642.0,04000US13,nwga,nwga,301.0,0.22591362126245848,0.518452420684717,-0.4186046511627907,1.6864714781198133,200.38580246913705,125.75630846047079,-0.2159468438538206,4.819046743616937
ocala,0.055984555984555984,0.04054054054054054,0.0444015444015444,,50750.0,12.0,Ocala,ocala,florida,LAUCT125075000000003,56616.0,38801.0,12566.0,130.0,108.0,155.0,264.0,237.0,472.0,582.0,692.0,5248.0,1246.0,2350.0,1377.0,2919.0,615.0,577.0,287.0,35310.0,16000US1250750,ocala,ocala,518.0,0.14092664092664092,0.36456262768097086,-0.6901544401544402,1.4443378326906633,730.1609195402414,1497.5409191502179,0.38996138996138996,7.432901373117425
odessa,0.057599405425492384,0.01858045336306206,0.07320698625046451,,53388.0,48.0,Odessa,odessa,texas,LAUCT485338800000003,103063.0,86790.0,5813.0,764.0,940.0,1066.0,901.0,992.0,1098.0,1183.0,734.0,8784.0,1957.0,5249.0,1528.0,3300.0,746.0,400.0,182.0,50731.0,16000US4853388,odessa,odessa,2691.0,0.14938684503901895,0.39605230789970397,-0.5503530286138982,1.638514964217255,373.22150537634644,742.4345427741041,-0.5299145299145299,3.5641931510470863
ogden,0.04573170731707317,0.01524390243902439,0.051829268292682924,,55980.0,49.0,Ogden,ogden,utah,LAUCT495598000000003,83375.0,62578.0,,625.0,495.0,903.0,231.0,672.0,602.0,749.0,669.0,7225.0,1877.0,4451.0,1640.0,2936.0,1059.0,530.0,312.0,40878.0,16000US4955980,ogden,ogden,328.0,0.11280487804878049,0.3168374857747012,-0.6798780487804879,1.3851408865535293,174.93333333333334,55.6461610364564,-0.6219512195121951,3.0705874838675635
okaloosa,,,,91.0,,12.0,Okaloosa,okaloosa,florida,,184699.0,148075.0,16406.0,317.0,135.0,326.0,703.0,573.0,1030.0,1070.0,852.0,15060.0,4319.0,11656.0,6178.0,10620.0,6550.0,1333.0,647.0,53008.0,05000US12091,okaloosa,okaloosa,,,,,,,,,
oklahomacity,0.13884156729131175,0.025979557069846677,0.08517887563884156,,55000.0,40.0,Oklahoma City,oklahomacity,oklahoma,LAUCT405500000000003,590292.0,395109.0,85278.0,2353.0,2767.0,5751.0,3605.0,3506.0,4094.0,4779.0,2583.0,47626.0,11516.0,34799.0,10347.0,35471.0,10334.0,4582.0,2066.0,44519.0,16000US4055000,oklahomacity,oklahomacity,2348.0,0.25,0.49205446541237075,-0.48807495741056217,1.712403197816072,193.52539195636444,112.59154700409168,-0.29450596252129474,4.737983438000064
olympia,0.1573373676248109,0.012102874432677761,0.17851739788199697,,51300.0,53.0,Olympia,olympia,washington,LAUCT535130000000003,47250.0,40308.0,,106.0,19.0,0.0,303.0,68.0,89.0,170.0,274.0,3111.0,1145.0,2703.0,1052.0,3752.0,1582.0,501.0,413.0,50934.0,16000US5351300,olympia,olympia,661.0,0.34795763993948564,0.566715340352443,0.09531013615733737,2.40548472448495,221.0943986568846,72.98664042853999,-0.7186081694402421,2.557715931675228
omaha,0.11854103343465046,0.03419452887537994,0.16185410334346503,,37000.0,31.0,Omaha,omaha,nebraska,LAUCT313700000000003,416374.0,315436.0,54523.0,2181.0,1567.0,1642.0,2821.0,1908.0,2427.0,2771.0,2421.0,29605.0,8828.0,22764.0,8028.0,28025.0,8369.0,3747.0,2178.0,46202.0,16000US3137000,omaha,omaha,1316.0,0.31458966565349544,0.5743304108710378,-0.047872340425531915,2.231043344487824,225.32069088320318,136.40792468546508,-0.08168693009118541,5.003684471745518
oneonta,,,,,54881.0,36.0,Oneonta,oneonta,new york,LAUCT365488100000003,,,,,,,,,,,,,,,,,,,,,,,oneonta,,,,,,,,,
orangecounty,0.17035205120744837,0.06371835903404131,0.1483852196683154,,,6.0,O.C.,orangecounty,california,,37686586.0,23539312.0,2255750.0,268463.0,214658.0,487744.0,231887.0,266770.0,202112.0,289885.0,332143.0,2524456.0,647878.0,1953231.0,839606.0,2272529.0,864544.0,317925.0,221774.0,59368.0,04000US06,orangecounty,orangecounty,6874.0,0.3824556299098051,0.6119147924514344,-0.14431189991271456,2.1056878966982633,187.1506472557709,208.94129360512994,0.5402967704393367,6.126555100833454
oregoncoast,0.11290322580645161,0.005376344086021506,0.07526881720430108,,,41.0,Oregon Coast,oregoncoast,oregon,,3868598.0,3285689.0,71194.0,12495.0,8045.0,16517.0,18390.0,16932.0,23378.0,28073.0,25062.0,325462.0,98932.0,234016.0,99469.0,237177.0,91014.0,31031.0,22169.0,48525.0,04000US41,oregoncoast,oregoncoast,186.0,0.1935483870967742,0.5042106920428775,-0.5913978494623656,1.4648055614149296,214.76190476190476,44.65076120505088,-0.7204301075268817,3.8128249905551854
orlando,0.18642554141549453,0.03438267470417504,0.09756642107613306,,53000.0,12.0,Orlando,orlando,florida,LAUCT125300000000003,243895.0,142182.0,71262.0,506.0,571.0,967.0,1610.0,839.0,1799.0,1304.0,1729.0,20157.0,3518.0,10626.0,7392.0,15142.0,5546.0,2076.0,1036.0,41266.0,16000US1253000,orlando,orlando,4479.0,0.3183746371958026,0.5466201660485533,-0.42074123688323284,1.807684402326089,235.86583499667435,328.11273550156886,-0.07830989060058048,5.090183682434086
ottumwa,0.006711409395973154,0.006711409395973154,0.03355704697986577,,60465.0,19.0,Ottumwa,ottumwa,iowa,LAUCT196046500000003,24887.0,22794.0,,125.0,24.0,123.0,237.0,218.0,192.0,295.0,131.0,3013.0,520.0,1006.0,537.0,807.0,322.0,134.0,60.0,35879.0,16000US1960465,ottumwa,ottumwa,149.0,0.04697986577181208,0.24205121386271602,-0.8053691275167785,1.057009117740427,150.0,,-0.7248322147651006,3.358850874128066
outerbanks,0.09473684210526316,0.014035087719298246,0.08070175438596491,,,37.0,Outer Banks,outerbanks,north carolina,,9654079.0,6749492.0,2073599.0,42351.0,25843.0,54627.0,76239.0,83866.0,98410.0,90449.0,44519.0,865028.0,180893.0,453891.0,219893.0,526465.0,178467.0,57298.0,45427.0,45215.0,04000US37,outerbanks,outerbanks,285.0,0.18947368421052632,0.4186178677498214,-0.5368421052631579,1.5731720421737867,181.6049382715926,116.30689167713133,-0.6456140350877193,2.984234996188869
owensboro,0.06572769953051644,0.014084507042253521,0.04225352112676056,,58620.0,21.0,Owensboro,owensboro,kentucky,LAUCT215862000000003,57763.0,50965.0,4360.0,163.0,9.0,99.0,267.0,303.0,499.0,810.0,239.0,7035.0,1105.0,2165.0,1287.0,2143.0,994.0,328.0,193.0,37654.0,16000US2158620,owensboro,owensboro,213.0,0.12206572769953052,0.3687452659102075,-0.7605633802816901,1.1508584416876013,203.59126984128574,97.00099765286437,-0.5352112676056338,4.104177528602721
palmdale,0.09251559251559252,0.036382536382536385,0.08523908523908524,,55156.0,6.0,Palmdale,palmdale,california,LAUCT065515600000003,154383.0,64108.0,22215.0,652.0,853.0,2216.0,1182.0,1143.0,1026.0,2034.0,1636.0,9707.0,2577.0,8061.0,2776.0,4068.0,1646.0,238.0,105.0,52284.0,16000US0655156,palmdale,palmdale,962.0,0.21413721413721415,0.4673387961120284,-0.5093555093555093,1.6713338123161572,184.25093632958428,82.6834550538589,-0.056133056133056136,5.061635590822987
palmsprings,0.14826021180030258,0.047655068078668684,0.13767019667170954,,55254.0,6.0,Palm Springs,palmsprings,california,LAUCT065525400000003,45306.0,35185.0,2033.0,118.0,202.0,522.0,161.0,221.0,191.0,460.0,423.0,3821.0,1446.0,4058.0,1184.0,5293.0,2018.0,855.0,485.0,44544.0,16000US0655254,palmsprings,palmsprings,1322.0,0.33358547655068077,0.586169647840383,-0.15582450832072617,2.163264305086369,207.99489795916332,135.5226160499205,0.4436459909228442,6.771274077423316
panamacity,0.2961630695443645,0.013189448441247002,0.10311750599520383,,54700.0,12.0,Panama City,panamacity,florida,LAUCT125470000000003,35829.0,26223.0,6386.0,246.0,46.0,97.0,252.0,163.0,104.0,312.0,103.0,3917.0,941.0,2405.0,1050.0,1186.0,399.0,276.0,101.0,37449.0,16000US1254700,panamacity,panamacity,834.0,0.41247002398081534,0.5391183854721902,-0.354916067146283,1.9502962018779773,325.849752586583,147.2822919254737,-0.6258992805755396,3.3819094629060666
parkersburg,0.11607142857142858,0.004464285714285714,0.09375,,62140.0,54.0,Parkersburg,parkersburg,west virginia,LAUCT546214000000003,31343.0,29740.0,,70.0,0.0,31.0,275.0,202.0,289.0,325.0,89.0,4144.0,772.0,1614.0,716.0,1023.0,334.0,45.0,100.0,31989.0,16000US5462140,parkersburg,parkersburg,224.0,0.21428571428571427,0.4998398205949605,-0.36160714285714285,2.033034160751568,232.21153846153845,42.23935915160718,-0.8794642857142857,1.8040133829088645
pennstate,0.15699658703071673,0.027303754266211604,0.10580204778156997,,73808.0,42.0,State College,pennstate,pennsylvania,LAUCT427380800000003,42026.0,34262.0,,41.0,16.0,0.0,39.0,0.0,18.0,6.0,41.0,678.0,183.0,511.0,289.0,1299.0,1395.0,105.0,808.0,23092.0,16000US4273808,pennstate,pennstate,293.0,0.2901023890784983,0.5245392529036683,-0.4402730375426621,1.7043505754683523,693.3333333329782,847.5345391552607,-0.35494880546075086,3.861065455654643
pensacola,0.14221014492753623,0.019927536231884056,0.09057971014492754,,55925.0,12.0,Pensacola,pensacola,florida,LAUCT125592500000003,52083.0,36055.0,12603.0,160.0,115.0,195.0,144.0,326.0,306.0,541.0,181.0,4893.0,1184.0,2799.0,1149.0,3193.0,1378.0,667.0,274.0,43646.0,16000US1255925,pensacola,pensacola,1104.0,0.25271739130434784,0.4708086519882823,-0.45153985507246375,1.7775566119919342,205.91082802547774,114.73433721862494,-0.4913949275362319,3.625820100037318
peoria,0.11627906976744186,0.046511627906976744,0.09689922480620156,143.0,59000.0,17.0,Peoria,peoria,illinois,LAUCT175900000000003,114398.0,72454.0,31713.0,119.0,69.0,236.0,686.0,810.0,639.0,796.0,661.0,8783.0,1904.0,5239.0,1952.0,6711.0,3501.0,1281.0,569.0,44061.0,16000US1759000,peoria,peoria,516.0,0.2596899224806202,0.49698420671434734,-0.4903100775193798,1.5966904791441292,224.02314814813832,291.2650920900573,0.24806201550387597,5.8751158735964895
philadelphia,0.17041420118343195,0.04477317554240631,0.1581854043392505,101.0,60000.0,42.0,Philadelphia,philadelphia,pennsylvania,LAUCT426000000000003,1538211.0,635684.0,664674.0,8480.0,3884.0,6673.0,10409.0,11019.0,16717.0,19834.0,13701.0,162177.0,20623.0,54604.0,19237.0,61624.0,25100.0,12362.0,6847.0,35581.0,16000US4260000,philadelphia,philadelphia,5070.0,0.37337278106508875,0.6028480647707408,-0.04030243261012623,2.2684686410377455,259.3711052322197,549.3079915463172,0.12416173570019724,5.295482655343453
phoenix,0.17629924881189638,0.036332975624712556,0.1326076958454699,,55000.0,4.0,Phoenix,phoenix,arizona,LAUCT045500000000003,1467400.0,1139484.0,100206.0,6946.0,7039.0,17693.0,12809.0,10417.0,9883.0,12644.0,12448.0,108392.0,27356.0,71704.0,30959.0,78018.0,27202.0,9784.0,4351.0,44649.0,16000US0455000,phoenix,phoenix,6523.0,0.3452399202820788,0.5631698981483555,-0.1855230211048076,2.1358394239506073,217.18305913893502,189.67193980466672,-0.05419285604783075,5.023130991665223
pierre,,,,,49600.0,46.0,Pierre,pierre,south dakota,LAUCT464960000000003,,,,,,,,,,,,,,,,,,,,,,,pierre,,,,,,,,,
pittsburgh,0.17037387600567913,0.034074775201135825,0.1926171320397539,,61000.0,42.0,Pittsburgh,pittsburgh,pennsylvania,LAUCT426100000000003,306006.0,203201.0,76836.0,1070.0,199.0,318.0,915.0,825.0,1987.0,2338.0,1358.0,28450.0,4805.0,11372.0,6467.0,18304.0,9033.0,4240.0,4223.0,37280.0,16000US4261000,pittsburgh,pittsburgh,2113.0,0.3970657832465689,0.567366076782349,0.12659725508755323,2.381508748196965,235.4726080247195,132.67620286887683,-0.14671083767155702,4.627738728449213
plattsburgh,0.01675977653631285,0.0223463687150838,0.08379888268156424,,58574.0,36.0,Plattsburgh,plattsburgh,new york,LAUCT365857400000003,19844.0,18121.0,,20.0,14.0,14.0,208.0,56.0,59.0,86.0,128.0,1259.0,441.0,931.0,474.0,880.0,459.0,201.0,96.0,32662.0,31200US384603658574,plattsburgh,plattsburgh,179.0,0.12290502793296089,0.4193098220703758,-0.5251396648044693,1.6156483227658385,119.16666666666667,55.4714641354754,-0.4748603351955307,3.4872455176842476
poconos,0.05421686746987952,0.04819277108433735,0.04819277108433735,,,42.0,Poconos,poconos,pennsylvania,,12739595.0,10475946.0,1383979.0,39559.0,12856.0,24586.0,77865.0,61719.0,100331.0,102795.0,66780.0,1551971.0,217925.0,463088.0,282010.0,707420.0,280870.0,100893.0,66103.0,51402.0,04000US42,poconos,poconos,498.0,0.15060240963855423,0.38509665691253164,-0.7048192771084337,1.3423967527226073,1107.2839506172963,2169.4855286463658,0.2570281124497992,5.610621646015823
porthuron,0.041237113402061855,0.015463917525773196,0.07731958762886598,,65820.0,26.0,Port Huron,porthuron,michigan,LAUCT266582000000003,29893.0,25144.0,2769.0,119.0,27.0,13.0,77.0,203.0,205.0,439.0,227.0,3656.0,874.0,1623.0,706.0,780.0,414.0,97.0,44.0,31527.0,16000US2665820,porthuron,porthuron,194.0,0.13402061855670103,0.38438069372353684,-0.5498281786941752,1.5712157796330033,257.5,70.52524033127966,-0.5876288659793815,3.3244348222596565
portland,0.23973585989089866,0.04478897502153316,0.24921045076083836,,59000.0,41.0,Portland,portland,oregon,LAUCT415900000000003,594524.0,460321.0,38084.0,2096.0,1250.0,2476.0,1941.0,2961.0,3154.0,2607.0,3869.0,39020.0,12759.0,36571.0,15107.0,51692.0,20467.0,8799.0,4835.0,49958.0,16000US4159000,portland,portland,3483.0,0.5337352856732702,0.6877082169022596,0.4766006316393913,2.6415603663920137,225.05954497930628,197.7902194959761,0.17169107091587713,5.612596830008223
portsmouth,0.1275,0.0075,0.0425,740.0,64000.0,51.0,Portsmouth,portsmouth,virginia,LAUCT516400000000003,95915.0,39541.0,51120.0,490.0,273.0,427.0,676.0,620.0,1175.0,1279.0,401.0,9485.0,1738.0,5141.0,2165.0,3424.0,1089.0,418.0,118.0,44945.0,16000US5164000,portsmouth,portsmouth,400.0,0.1775,0.43181002738400304,-0.71,1.4180716901115187,203.8529411764902,78.92382154865358,-0.815,2.1406145324278034
potsdam,,,,,59564.0,36.0,Potsdam,potsdam,new york,LAUCT365956400000003,,,,,,,,,,,,,,,,,,,,,,,potsdam,,,,,,,,,
prescott,0.027906976744186046,0.004651162790697674,0.013953488372093023,,57380.0,4.0,Prescott,prescott,arizona,LAUCT045738000000003,39763.0,36836.0,,34.0,0.0,23.0,321.0,321.0,110.0,214.0,252.0,2661.0,988.0,2947.0,888.0,4353.0,1119.0,432.0,345.0,43501.0,16000US0457380,prescott,prescott,215.0,0.046511627906976744,0.25148980136630344,-0.9302325581395349,0.587858017269242,310.5555555555,160.79547625846786,-0.786046511627907,3.137173961564178
providence,,,,0.0,,44.0,Rhode Island,providence, rhode island,,,,,,,,,,,,,,,,,,,,,,,,providence,,,,,,,,,
provo,0.031073446327683617,0.002824858757062147,0.06779661016949153,,62470.0,49.0,Provo,provo,utah,LAUCT496247000000003,114467.0,100003.0,,247.0,79.0,417.0,101.0,342.0,262.0,411.0,595.0,3477.0,1335.0,5612.0,1840.0,6259.0,2071.0,539.0,1014.0,38338.0,16000US4962470,provo,provo,354.0,0.1016949152542373,0.32955882197448594,-0.6045197740112994,1.4927898177967975,158.1818181818182,61.61463816629646,-0.8954802259887006,1.9665278127751153
