Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
Lubbock Police Dept,TX,12,237241.0,1962.0,11,104.0,325,1522,12273.0,3099,8429.0,745.0,827.0,4.6,43.8,137.0,641.5,5173.2,1306.3,3552.9,314.0,"lubbock,TX",16000US4845000,lubbock,0.06764705882352941,0.00980392156862745,0.023529411764705882,Lubbock,lubbock,texas,LAUCT484500000000003,4.933333333333333,233475.0,180475.0,18786.0,796.0,667.0,830.0,1509.0,1071.0,1689.0,2027.0,1092.0,15706.0,4099.0,11944.0,3355.0,12515.0,4015.0,1655.0,1686.0,42139.0,16000US4845000,lubbock,lubbock,0.3353538982968414,-0.8696078431372549,0.8588612420572947,262.54589371985503,500.3780473449555,-0.7568627450980392,2.474145397361659
Mcallen Police Dept,TX,12,135745.0,166.0,1,3.0,56,106,5465.0,503,4751.0,211.0,122.3,0.7,2.2,41.3,78.1,4025.9,370.5,3499.9,155.4,"mcallen,TX",16000US4845384,mcallen,0.06671961874503574,0.023034154090548053,0.06115965051628276,Mcallen,mcallen,texas,LAUCT484538400000003,7.075,132720.0,116290.0,,1105.0,1002.0,2087.0,1179.0,990.0,578.0,692.0,829.0,8030.0,1459.0,7136.0,2214.0,7676.0,1953.0,1142.0,315.0,41375.0,16000US4845384,mcallen,mcallen,0.39605210907487826,-0.6438972729679587,1.4344022307024409,187.1865079365,72.72824665345503,-0.4308975377283558,3.810545997558491
Odessa Police Dept,TX,12,103635.0,1103.0,5,43.0,141,914,3717.0,770,2565.0,382.0,1064.3,4.8,41.5,136.1,881.9,3586.6,743.0,2475.0,368.6,"odessa,TX",16000US4853388,odessa,0.0587515299877601,0.018767849857201143,0.08200734394124846,Odessa,odessa,texas,LAUCT485338800000003,3.941666666666666,103063.0,86790.0,5813.0,764.0,940.0,1066.0,901.0,992.0,1098.0,1183.0,734.0,8784.0,1957.0,5249.0,1528.0,3300.0,746.0,400.0,182.0,50731.0,16000US4853388,odessa,odessa,0.40839409288317857,-0.48918808649530804,1.7494562985474653,244.34182098764165,167.41248386264087,-0.5148918808649531,3.664958526165005
San Antonio Police Dept,TX,12,1380123.0,6943.0,89,549.0,1864,4441,82668.0,15668,60633.0,6367.0,503.1,6.4,39.8,135.1,321.8,5989.9,1135.3,4393.3,461.3,"san antonio,TX",16000US4865000,sanantonio,0.1634349030470914,0.07202216066481995,0.16952908587257617,San Antonio,sanantonio,texas,LAUCT486500000000003,5.891666666666667,1358143.0,1020761.0,90907.0,9804.0,5733.0,14123.0,9774.0,11331.0,10662.0,10398.0,8093.0,99742.0,24478.0,69498.0,28102.0,62411.0,23042.0,9180.0,5095.0,45074.0,16000US4865000,sanantonio,sanantonio,0.6347100252089254,0.02077562326869806,2.3084075271141233,221.44949443995208,424.12695258967096,0.8416897506925207,6.794223902750744
San Marcos Police Dept,TX,12,47384.0,164.0,1,27.0,28,108,1557.0,253,1197.0,107.0,346.1,2.1,57.0,59.1,227.9,3285.9,533.9,2526.2,225.8,"san marcos,TX",16000US4865600,sanmarcos,0.03492063492063492,0.015873015873015872,0.05714285714285714,San Marcos,sanmarcos,texas,LAUCT486560000000003,4.741666666666666,47577.0,36928.0,,136.0,96.0,117.0,72.0,217.0,219.0,409.0,167.0,2612.0,487.0,2180.0,373.0,2239.0,513.0,87.0,175.0,27055.0,16000US4865600,sanmarcos,sanmarcos,0.35838526191226044,-0.6,1.6717967755079342,225.15151515154545,101.97088997267994,-0.3492063492063492,5.132507644264244
Texarkana Police Dept,TX,12,37048.0,392.0,5,16.0,71,300,2506.0,616,1761.0,129.0,1058.1,13.5,43.2,191.6,809.8,6764.2,1662.7,4753.3,348.2,"texarkana,TX",16000US4872368,texarkana,0.02857142857142857,0.014285714285714285,0.025714285714285714,Texarkana,texarkana,texas,LAUCT487236800000003,6.908333333333334,36856.0,20785.0,13852.0,237.0,22.0,99.0,155.0,125.0,144.0,265.0,103.0,3502.0,782.0,1759.0,839.0,1649.0,1059.0,549.0,37.0,37679.0,16000US4872368,texarkana,texarkana,0.2641648228333878,-0.8542857142857143,0.910883842057172,206.8333333333,56.46587519660452,-0.6657142857142857,2.8676081361356602
Tyler Police Dept,TX,12,100040.0,537.0,4,45.0,92,396,4506.0,1025,3350.0,131.0,536.8,4.0,45.0,92.0,395.8,4504.2,1024.6,3348.7,130.9,"tyler,TX",16000US4874144,tyler,0.05989110707803993,0.047186932849364795,0.0426497277676951,Tyler,tyler,texas,LAUCT487414400000003,6.491666666666666,98296.0,68729.0,22729.0,711.0,471.0,962.0,447.0,560.0,695.0,540.0,622.0,5790.0,1513.0,4688.0,2311.0,5321.0,1955.0,975.0,548.0,41348.0,16000US4874144,tyler,tyler,0.40015314771481547,-0.75,1.22247162566976,207.86616161616666,185.36526246753414,0.5381125226860254,7.233857927923874
Victoria Police Dept,TX,12,64076.0,405.0,5,31.0,47,322,2584.0,594,1887.0,103.0,632.1,7.8,48.4,73.4,502.5,4032.7,927.0,2944.9,160.7,"victoria,TX",16000US4875428,victoriatx,0.06944444444444445,0.021604938271604937,0.05401234567901234,Victoria,victoriatx,texas,LAUCT487542800000003,5.058333333333334,63342.0,50346.0,4685.0,353.0,212.0,332.0,646.0,686.0,753.0,525.0,174.0,5697.0,1723.0,3433.0,1583.0,1695.0,702.0,164.0,39.0,44978.0,16000US4875428,victoriatx,victoriatx,0.3819016064216349,-0.6805555555555556,1.398207618363403,262.49382716053333,81.25632343712716,-0.5108024691358025,3.3079746234362766
Wichita Falls Police Dept,TX,12,105488.0,475.0,5,36.0,150,284,5021.0,1259,3532.0,230.0,450.3,4.7,34.1,142.2,269.2,4759.8,1193.5,3348.2,218.0,"wichita falls,TX",16000US4879000,wichitafalls,0.024844720496894408,0.012422360248447204,0.052795031055900624,Wichita Falls,wichitafalls,texas,LAUCT487900000000003,6.258333333333334,104348.0,82143.0,13323.0,151.0,161.0,634.0,962.0,811.0,968.0,1280.0,292.0,11087.0,1942.0,5670.0,2123.0,4019.0,1432.0,431.0,336.0,42305.0,16000US4879000,wichitafalls,wichitafalls,0.3366880969603451,-0.6770186335403726,1.3812382564738919,93.0,59.732738092272314,-0.7142857142857143,2.551472780794427
Logan Police Dept,UT,12,49672.0,32.0,0,1.0,3,28,1047.0,206,805.0,36.0,64.4,0.0,2.0,6.0,56.4,2107.8,414.7,1620.6,72.5,"logan,UT",16000US4945860,logan,,,,Logan,logan,utah,LAUCT494586000000003,3.5750000000000006,48733.0,42620.0,,90.0,48.0,300.0,223.0,187.0,153.0,300.0,87.0,1730.0,719.0,2227.0,804.0,2833.0,858.0,285.0,498.0,33437.0,16000US4945860,logan,logan,0.0,-1.0,0.0,,,-1.0,0.0
Ogden Police Dept,UT,12,85083.0,353.0,2,25.0,96,230,4001.0,734,3051.0,216.0,414.9,2.4,29.4,112.8,270.3,4702.5,862.7,3585.9,253.9,"ogden,UT",16000US4955980,ogden,0.03865979381443299,0.030927835051546393,0.04896907216494845,Ogden,ogden,utah,LAUCT495598000000003,6.0,83375.0,62578.0,,625.0,495.0,903.0,231.0,672.0,602.0,749.0,669.0,7225.0,1877.0,4451.0,1640.0,2936.0,1059.0,530.0,312.0,40878.0,16000US4955980,ogden,ogden,0.3392741596895,-0.7216494845360825,1.2430043461187166,157.3888888888667,60.8462695530322,-0.20618556701030927,4.520840388202741
Provo Police Dept,UT,12,116879.0,149.0,0,36.0,19,94,2465.0,301,2051.0,113.0,127.5,0.0,30.8,16.3,80.4,2109.0,257.5,1754.8,96.7,"provo,UT",16000US4962470,provo,0.02694610778443114,0.020958083832335328,0.09880239520958084,Provo,provo,utah,LAUCT496247000000003,4.175,114467.0,100003.0,,247.0,79.0,417.0,101.0,342.0,262.0,411.0,595.0,3477.0,1335.0,5612.0,1840.0,6259.0,2071.0,539.0,1014.0,38338.0,16000US4962470,provo,provo,0.3944486296819713,-0.4550898203592814,1.67728719492233,263.55555555555554,127.56773799741758,-0.5149700598802395,3.3420719462626463
St. George Police Dept,UT,12,75780.0,155.0,0,27.0,23,105,1561.0,307,1167.0,87.0,204.5,0.0,35.6,30.4,138.6,2059.9,405.1,1540.0,114.8,"st. george,UT",16000US4965330,stgeorge,0.019762845849802372,0.003952569169960474,0.019762845849802372,St. George,stgeorge,utah,LAUCT496533000000003,4.9750000000000005,74225.0,67927.0,,80.0,84.0,551.0,243.0,83.0,256.0,315.0,585.0,4957.0,1857.0,4388.0,2147.0,3397.0,1773.0,590.0,334.0,44793.0,16000US4965330,stgeorge,stgeorge,0.2043353446109627,-0.8814229249011858,0.841490287381903,192.0,81.67006795638167,-0.758893280632411,3.8350371421177822
Charlottesville Police Dept,VA,12,43991.0,198.0,2,17.0,50,129,1502.0,162,1246.0,94.0,450.1,4.5,38.6,113.7,293.2,3414.3,368.3,2832.4,213.7,"charlottesville,VA",16000US5114968,charlottesville,0.12149532710280374,0.014018691588785047,0.08644859813084112,Charlottesville,charlottesville,virginia,LAUCT511496800000003,4.874999999999999,43644.0,30582.0,8921.0,148.0,91.0,83.0,325.0,219.0,222.0,232.0,161.0,2684.0,463.0,1195.0,467.0,2596.0,1629.0,748.0,834.0,44183.0,16000US5114968,charlottesville,charlottesville,0.511949827848282,-0.4287383177570093,1.8864589075966005,232.28205128204425,172.07846901118978,-0.5677570093457944,3.8844658642968564
Chesapeake Police Dept,VA,12,227531.0,839.0,12,36.0,202,589,6292.0,1034,4979.0,279.0,368.7,5.3,15.8,88.8,258.9,2765.3,454.4,2188.3,122.6,"chesapeake,VA",16000US5116000,chesapeake,0.11333333333333333,0.025,0.08166666666666667,Chesapeake,chesapeake,virginia,LAUCT511600000000003,5.658333333333334,225844.0,141306.0,67687.0,426.0,114.0,370.0,1313.0,1281.0,1253.0,1731.0,902.0,20137.0,5271.0,12445.0,5108.0,12534.0,5534.0,1061.0,439.0,68750.0,16000US5116000,chesapeake,chesapeake,0.4762236773047809,-0.5208333333333334,1.635072023691241,181.56547619050954,81.59835641880737,-0.29,4.565625635975121
Danville Police Dept,VA,12,43324.0,135.0,3,15.0,54,63,1944.0,422,1477.0,45.0,311.6,6.9,34.6,124.6,145.4,4487.1,974.1,3409.2,103.9,"danville,VA",16000US5121344,danville,0.04782608695652174,0.013043478260869565,0.017391304347826087,Danville,danville,virginia,LAUCT512134400000003,9.533333333333333,42888.0,20297.0,20716.0,292.0,36.0,271.0,510.0,273.0,562.0,639.0,197.0,3766.0,1127.0,1575.0,1143.0,1425.0,563.0,284.0,161.0,31134.0,16000US5121344,danville,danville,0.2849293511440079,-0.8826086956521739,0.8959648376566285,177.34848484845455,35.52936614388343,-0.7304347826086957,2.381961831813684
Fredericksburg Police Dept,VA,12,25974.0,108.0,2,1.0,19,86,1022.0,87,914.0,21.0,415.8,7.7,3.9,73.2,331.1,3934.7,335.0,3518.9,80.9,"fredericksburg,VA",16000US5129744,fredericksburg,0.11832946635730858,0.030162412993039442,0.09280742459396751,Fredericksburg,fredericksburg,virginia,LAUCT512974400000003,5.550000000000001,25869.0,16958.0,5801.0,57.0,46.0,0.0,73.0,121.0,105.0,140.0,56.0,1955.0,495.0,1028.0,391.0,1249.0,895.0,155.0,171.0,46397.0,16000US5129744,fredericksburg,fredericksburg,0.5475205685629667,-0.46751740139211134,1.701261668360094,203.11873638345097,69.22582835231165,-0.2296983758700696,4.470123004599892
Hampton Police Dept,VA,12,137905.0,314.0,9,16.0,146,143,4657.0,758,3637.0,262.0,227.7,6.5,11.6,105.9,103.7,3377.0,549.7,2637.3,190.0,"hampton,VA",16000US5135000,hampton,0.12316176470588236,0.02389705882352941,0.10202205882352941,Hampton,hampton,virginia,LAUCT513500000000003,6.966666666666668,136855.0,58905.0,69124.0,427.0,252.0,234.0,847.0,284.0,939.0,1019.0,608.0,11466.0,2939.0,9659.0,3198.0,5819.0,2630.0,526.0,390.0,51654.0,16000US5135000,hampton,hampton,0.48100925107089165,-0.4025735294117647,1.8126796568303798,177.4781449893455,73.73317402017986,-0.27481617647058826,4.746259841904676
Harrisonburg Police Dept,VA,12,50524.0,110.0,1,14.0,25,70,1067.0,152,888.0,27.0,217.7,2.0,27.7,49.5,138.5,2111.9,300.8,1757.6,53.4,"harrisonburg,VA",16000US5135624,harrisonburg,0.1291390728476821,0.023178807947019868,0.033112582781456956,Harrisonburg,harrisonburg,virginia,LAUCT513562400000003,6.241666666666666,49878.0,42335.0,,154.0,46.0,275.0,494.0,276.0,427.0,381.0,191.0,2869.0,401.0,1377.0,412.0,2009.0,859.0,294.0,408.0,37212.0,16000US5135624,harrisonburg,harrisonburg,0.429849289975153,-0.8145695364238411,1.033678548836485,159.23789173789487,79.5138002872045,-0.271523178807947,4.904311988193048
Lynchburg Police Dept,VA,12,77347.0,267.0,3,34.0,46,184,2093.0,365,1659.0,69.0,345.2,3.9,44.0,59.5,237.9,2706.0,471.9,2144.9,89.2,"lynchburg,VA",16000US5147672,lynchburg,0.038314176245210725,0.011494252873563218,0.022988505747126436,Lynchburg,lynchburg,virginia,LAUCT514767200000003,7.108333333333333,76377.0,49507.0,21634.0,122.0,85.0,328.0,743.0,468.0,503.0,572.0,356.0,5378.0,1322.0,2511.0,1088.0,3758.0,1748.0,622.0,411.0,37020.0,16000US5147672,lynchburg,lynchburg,0.2603020304713198,-0.8505747126436781,0.9906726809308438,256.25,69.41471585894288,-0.6513409961685823,3.351963850692801
Newport News Police Dept,VA,12,181591.0,754.0,20,50.0,271,413,5722.0,1029,4431.0,262.0,415.2,11.0,27.5,149.2,227.4,3151.0,566.7,2440.1,144.3,"newport news,VA",16000US5156000,newportnews,0.1111111111111111,0.013123359580052493,0.06824146981627296,Newport News,newportnews,virginia,LAUCT515600000000003,6.583333333333333,180623.0,91343.0,72107.0,703.0,94.0,382.0,643.0,566.0,1070.0,1984.0,779.0,15192.0,3774.0,10406.0,4760.0,7747.0,3318.0,762.0,577.0,49690.0,16000US5156000,newportnews,newportnews,0.42846945165971007,-0.5936132983377078,1.5314803390722507,186.225721784774,71.3261761403434,-0.5511811023622047,3.9957021465639646
Norfolk Police Dept,VA,12,245303.0,1332.0,34,75.0,491,732,11391.0,2261,8403.0,727.0,543.0,13.9,30.6,200.2,298.4,4643.6,921.7,3425.6,296.4,"norfolk,VA",16000US5157000,norfolk,0.125,0.014266304347826086,0.08559782608695653,Norfolk,norfolk,virginia,LAUCT515700000000003,6.983333333333334,244118.0,116491.0,105035.0,765.0,283.0,424.0,1162.0,1420.0,2109.0,2538.0,1209.0,20867.0,4862.0,14519.0,4639.0,10503.0,4578.0,1490.0,943.0,43708.0,16000US5157000,norfolk,norfolk,0.46682605120575216,-0.4826766304347826,1.7328960709487977,181.09090320911795,79.65799819959373,-0.610733695652174,3.341837708653435
Portsmouth Police Dept,VA,12,96739.0,461.0,11,41.0,182,227,4821.0,1218,3392.0,211.0,476.5,11.4,42.4,188.1,234.7,4983.5,1259.1,3506.3,218.1,"portsmouth,VA",16000US5164000,portsmouth,0.09925558312655088,0.022332506203473945,0.04962779156327544,Portsmouth,portsmouth,virginia,LAUCT516400000000003,7.466666666666668,95915.0,39541.0,51120.0,490.0,273.0,427.0,676.0,620.0,1175.0,1279.0,401.0,9485.0,1738.0,5141.0,2165.0,3424.0,1089.0,418.0,118.0,44945.0,16000US5164000,portsmouth,portsmouth,0.42667901942539505,-0.6799007444168734,1.4555667683034998,172.35416666662502,91.83955869124213,-0.40694789081885857,3.9478127157416436
Suffolk Police Dept,VA,12,85866.0,271.0,2,28.0,52,189,2257.0,354,1810.0,93.0,315.6,2.3,32.6,60.6,220.1,2628.5,412.3,2107.9,108.3,"suffolk,VA",16000US5176432,suffolk,0.10084033613445378,,0.06722689075630252,Suffolk,suffolk,virginia,LAUCT517643200000003,6.125,84942.0,44508.0,35572.0,245.0,72.0,181.0,437.0,626.0,629.0,692.0,394.0,8519.0,1759.0,4359.0,2228.0,3619.0,1850.0,484.0,134.0,67546.0,16000US5176432,suffolk,suffolk,0.4173318450336581,-0.5588235294117647,1.6872273595516278,224.34027777775,56.109246423509624,-1.0,0.0
Virginia Beach Police Dept,VA,12,447588.0,758.0,21,58.0,326,353,11717.0,1573,9662.0,482.0,169.4,4.7,13.0,72.8,78.9,2617.8,351.4,2158.7,107.7,"virginia beach,VA",16000US5182000,virginiabeach,0.12663259511641112,0.022146507666098807,0.1362862010221465,Virginia Beach,virginiabeach,virginia,LAUCT518200000000003,5.341666666666666,443102.0,303134.0,84875.0,1147.0,42.0,417.0,666.0,917.0,2188.0,2435.0,1371.0,32989.0,11635.0,27894.0,12679.0,27928.0,11142.0,3690.0,1591.0,65169.0,16000US5182000,virginiabeach,virginiabeach,0.4993730259319626,-0.2169222032935832,2.032426857448024,197.70739910313188,84.28626394972798,-0.4463373083475298,3.7665678610729323
Bellingham Police Dept,WA,12,82665.0,220.0,0,29.0,53,138,3975.0,614,3223.0,138.0,266.1,0.0,35.1,64.1,166.9,4808.6,742.8,3898.9,166.9,"bellingham,WA",16000US5305280,bellingham,0.12406015037593984,0.041353383458646614,0.09210526315789473,Bellingham,bellingham,washington,LAUCT530528000000003,6.516666666666667,81647.0,70718.0,,304.0,143.0,105.0,244.0,149.0,353.0,47.0,488.0,4541.0,1897.0,3632.0,2732.0,5950.0,2265.0,624.0,635.0,41594.0,16000US5305280,bellingham,bellingham,0.5202489712753414,-0.5169172932330827,1.5958678659277397,308.45202020190914,486.4723371800927,0.35150375939849626,7.143836820232538
Everett Police Dept,WA,12,105318.0,481.0,1,46.0,182,252,6416.0,1165,4281.0,970.0,456.7,0.9,43.7,172.8,239.3,6092.0,1106.2,4064.8,921.0,"everett,WA",16000US5322640,everett,0.2114114114114114,0.10270270270270271,0.23663663663663664,Everett,everett,washington,LAUCT532264000000003,6.833333333333335,103818.0,78870.0,4569.0,362.0,128.0,200.0,770.0,397.0,876.0,755.0,1188.0,9748.0,3396.0,5788.0,3524.0,4871.0,1599.0,335.0,295.0,45553.0,16000US5322640,everett,everett,0.7634851617972627,0.3387387387387387,2.481657633556069,185.47159090907476,83.09558524859239,1.5153153153153154,7.5059215189231
Moses Lake Police Dept,WA,12,21063.0,94.0,1,11.0,27,55,1518.0,290,1120.0,108.0,446.3,4.7,52.2,128.2,261.1,7207.0,1376.8,5317.4,512.7,"moses lake,WA",16000US5347245,moseslake,0.08943089430894309,0.024390243902439025,0.052845528455284556,Moses Lake,moseslake,washington,LAUCT534724500000003,,20869.0,16431.0,,298.0,67.0,133.0,136.0,95.0,38.0,148.0,127.0,1462.0,497.0,1254.0,647.0,424.0,490.0,112.0,131.0,43065.0,16000US5347245,moseslake,moseslake,0.4525062483125562,-0.6666666666666666,1.429523492274956,178.10606060604547,84.19757479720612,-0.34552845528455284,4.163804226661299
Olympia Police Dept,WA,12,47729.0,150.0,5,45.0,37,63,2085.0,468,1504.0,113.0,314.3,10.5,94.3,77.5,132.0,4368.4,980.5,3151.1,236.8,"olympia,WA",16000US5351300,olympia,0.14825174825174825,0.013986013986013986,0.18181818181818182,Olympia,olympia,washington,LAUCT535130000000003,6.458333333333335,47250.0,40308.0,,106.0,19.0,0.0,303.0,68.0,89.0,170.0,274.0,3111.0,1145.0,2703.0,1052.0,3752.0,1582.0,501.0,413.0,50934.0,16000US5351300,olympia,olympia,0.5814140949504542,0.08251748251748252,2.3598329560747064,235.55525606468868,80.22263404649372,-0.6713286713286714,2.7889744502703566
Pullman City Police Dept,WA,12,30206.0,29.0,0,5.0,3,21,230.0,60,166.0,4.0,96.0,0.0,16.6,9.9,69.5,761.4,198.6,549.6,13.2,"pullman city,WA",16000US5356625,pullman,0.15625,0.006944444444444444,0.034722222222222224,Pullman,pullman,washington,LAUCT535662500000003,6.3500000000000005,30388.0,24071.0,,0.0,0.0,0.0,0.0,1.0,27.0,0.0,43.0,556.0,48.0,742.0,253.0,1888.0,897.0,160.0,906.0,23285.0,16000US5356625,pullman,pullman,0.4561570653762615,-0.8020833333333334,1.0488399930449128,129.3481481481622,67.04344119940345,-0.8368055555555556,1.9553641587741415
Seattle Police Dept,WA,12,626865.0,3746.0,23,119.0,1421,2183,31931.0,6523,21852.0,3556.0,597.6,3.7,19.0,226.7,348.2,5093.8,1040.6,3485.9,567.3,"seattle,WA",16000US5363000,seattle,0.2602846558783389,0.1123025930980698,0.3357379606161045,Seattle,seattle,washington,LAUCT536300000000003,4.9,622273.0,434663.0,48531.0,2204.0,890.0,2137.0,1843.0,1539.0,1897.0,2350.0,3809.0,27307.0,10331.0,29723.0,15491.0,75609.0,30475.0,11317.0,8711.0,62617.0,16000US5363000,seattle,seattle,0.7721829322133195,0.9566192240202769,2.813568146182123,246.15203955012814,208.61960830739855,1.6181516864885943,7.388173077240706
Tacoma Police Dept,WA,12,202646.0,1615.0,12,93.0,486,1024,12866.0,2965,7995.0,1906.0,797.0,5.9,45.9,239.8,505.3,6349.0,1463.1,3945.3,940.6,"tacoma,WA",16000US5370000,tacoma,0.17371937639198218,0.06904231625835189,0.2071269487750557,Tacoma,tacoma,washington,LAUCT537000000000003,8.341666666666667,200090.0,133057.0,22383.0,774.0,324.0,756.0,831.0,810.0,1181.0,1751.0,1074.0,20105.0,4283.0,11037.0,5342.0,9129.0,3577.0,1210.0,763.0,49556.0,16000US5370000,tacoma,tacoma,0.6352720837501957,0.2655530809205079,2.5173041944160532,198.136823361829,163.42746792620903,0.6369710467700223,6.13306103365053
Yakima Police Dept,WA,12,93419.0,566.0,11,52.0,152,351,5774.0,1573,3106.0,1095.0,605.9,11.8,55.7,162.7,375.7,6180.8,1683.8,3324.8,1172.1,"yakima,WA",16000US5380010,yakima,0.136986301369863,0.0091324200913242,0.04794520547945205,Yakima,yakima,washington,LAUCT538001000000003,8.358333333333333,92506.0,65557.0,,1148.0,1080.0,1323.0,1091.0,759.0,975.0,1312.0,876.0,7174.0,2106.0,3405.0,1972.0,3112.0,1026.0,639.0,209.0,40104.0,16000US5380010,yakima,yakima,0.4292097101756075,-0.7146118721461188,1.2989403215128341,193.19722222220994,95.2145287722882,-0.7990867579908676,2.0995366355434255
Charleston Police Dept,WV,11,51178.0,475.0,6,30.0,86,353,2634.0,551,1957.0,126.0,,,,,,,,,,"charleston,WV",16000US5414600,charlestonwv,0.05811138014527845,0.01694915254237288,0.06779661016949153,Charleston,charlestonwv,west virginia,LAUCT541460000000003,5.6499999999999995,51153.0,42067.0,3857.0,154.0,42.0,126.0,330.0,274.0,388.0,375.0,146.0,4842.0,723.0,1947.0,718.0,3602.0,1332.0,1881.0,358.0,47864.0,16000US5414600,charlestonwv,charlestonwv,0.4196954182563936,-0.5907990314769975,1.532689935267066,222.36111111112498,75.66918317125428,-0.5569007263922519,3.424608557083137
Huntington City Police Dept,WV,12,49254.0,251.0,2,30.0,132,87,2944.0,1022,1783.0,139.0,509.6,4.1,60.9,268.0,176.6,5977.2,2075.0,3620.0,282.2,"huntington city,WV",16000US5439460,huntington,0.052845528455284556,0.012195121951219513,0.052845528455284556,Huntington,huntington,west virginia,LAUCT543946000000003,6.191666666666666,49309.0,43221.0,3893.0,128.0,47.0,85.0,247.0,507.0,698.0,531.0,185.0,4642.0,1132.0,2495.0,631.0,2428.0,932.0,514.0,283.0,28201.0,16000US5439460,huntington,huntington,0.3590310134577833,-0.6626016260162602,1.4498359301396404,251.79487179484616,55.36688047011918,-0.5609756097560976,3.959275013956139
Morgantown Police Dept,WV,12,30294.0,107.0,1,4.0,26,76,823.0,175,632.0,16.0,353.2,3.3,13.2,85.8,250.9,2716.7,577.7,2086.2,52.8,"morgantown,WV",16000US5455756,morgantown,0.1720183486238532,0.034403669724770644,0.1444954128440367,Morgantown,morgantown,west virginia,LAUCT545575600000003,4.25,30480.0,26389.0,,91.0,0.0,18.0,45.0,34.0,52.0,186.0,138.0,1920.0,324.0,1479.0,307.0,1598.0,866.0,391.0,521.0,31883.0,16000US5455756,morgantown,morgantown,0.638442128769248,-0.11467889908256881,2.224351154286732,286.38666666666666,332.726307820583,0.14908256880733944,6.178068297778626
Parkersburg Police Dept,WV,12,31558.0,146.0,1,17.0,22,106,1698.0,433,1199.0,66.0,462.6,3.2,53.9,69.7,335.9,5380.6,1372.1,3799.4,209.1,"parkersburg,WV",16000US5462140,parkersburg,0.11392405063291139,0.004219409282700422,0.0759493670886076,Parkersburg,parkersburg,west virginia,LAUCT546214000000003,6.841666666666666,31343.0,29740.0,,70.0,0.0,31.0,275.0,202.0,289.0,325.0,89.0,4144.0,772.0,1614.0,716.0,1023.0,334.0,45.0,100.0,31989.0,16000US5462140,parkersburg,parkersburg,0.5003038481754638,-0.459915611814346,1.9032412121148823,204.41358024692593,41.544574207606985,-0.8860759493670886,1.7538384666464035
Wheeling Police Dept,WV,12,28356.0,245.0,0,17.0,42,186,767.0,265,455.0,47.0,864.0,0.0,60.0,148.1,655.9,2704.9,934.5,1604.6,165.7,"wheeling,WV",16000US5486452,wheeling,0.10526315789473684,0.021052631578947368,0.06578947368421052,Wheeling,wheeling,west virginia,LAUCT548645200000003,6.441666666666667,28333.0,25855.0,,59.0,2.0,1.0,165.0,120.0,140.0,177.0,76.0,3257.0,612.0,1348.0,613.0,1682.0,637.0,166.0,150.0,34433.0,16000US5486452,wheeling,wheeling,0.44477712479105486,-0.6657894736842105,1.318185431398471,231.73333333332502,53.071939565377434,-0.3236842105263158,4.817291535336583
Appleton Police Dept,WI,12,73431.0,213.0,0,28.0,22,163,1392.0,254,1111.0,27.0,290.1,0.0,38.1,30.0,222.0,1895.7,345.9,1513.0,36.8,"appleton,WI",16000US5502375,appleton,0.03314917127071823,0.020718232044198894,0.10911602209944751,Appleton,appleton,wisconsin,LAUCT550237500000003,8.000000000000002,72689.0,64530.0,,317.0,80.0,156.0,257.0,121.0,178.0,346.0,528.0,6693.0,1400.0,3178.0,2710.0,4258.0,1776.0,621.0,337.0,51674.0,16000US5502375,appleton,appleton,0.3984200397557625,-0.35980662983425415,1.8754512128097511,212.3194444444167,83.50409918870629,-0.5151933701657458,3.4220893525087117
Eau Claire Police Dept,WI,12,66794.0,110.0,4,22.0,13,71,1698.0,306,1349.0,43.0,164.7,6.0,32.9,19.5,106.3,2542.1,458.1,2019.6,64.4,"eau claire,WI",16000US5522300,eauclaire,0.050955414012738856,0.0732484076433121,0.050955414012738856,Eau Claire,eauclaire,wisconsin,LAUCT552230000000003,6.133333333333333,66087.0,60916.0,,196.0,0.0,14.0,74.0,100.0,78.0,254.0,191.0,4571.0,1475.0,3061.0,2473.0,3716.0,1376.0,479.0,405.0,42508.0,16000US5522300,eauclaire,eauclaire,0.4281106498986009,-0.6815286624203821,1.3984848787329989,228.03125,153.0207468232113,0.7802547770700637,6.519530153109914
