Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid.1,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std,black_fraction,lpop,price,college_plus_frac
St. Louis Police Dept,MO,12,318667.0,5661.0,113,199.0,1778,3571,21995.0,4986,13520.0,3489.0,1776.5,35.5,62.4,557.9,1120.6,6902.2,1564.6,4242.7,1094.9,"st. louis,MO",16000US2965000,stlouis,0.19789983844911144,0.05694668820678514,0.15347334410339256,St. Louis,stlouis,missouri,LAUCT296500000000003,9.075,318612.0,143008.0,154965.0,1547.0,406.0,1014.0,2656.0,2006.0,3036.0,4206.0,2870.0,26084.0,5586.0,16726.0,5712.0,17238.0,7331.0,2844.0,2104.0,33299.0,16000US2965000,stlouis,stlouis,0.6150268486091025,-0.11308562197092085,2.129479096531569,223.1943391642368,107.91951339661071,0.4951534733441034,6.207227518899715,0.4863752777673157,12.671729340532213,223.1943391642368,0.09264246167752627
Billings Police Dept,MT,12,106371.0,370.0,3,38.0,68,261,4812.0,793,3608.0,411.0,347.8,2.8,35.7,63.9,245.4,4523.8,745.5,3391.9,386.4,"billings,MT",16000US3006550,billings,,,,Billings,billings,montana,LAUCT300655000000003,4.2333333333333325,105648.0,94681.0,,143.0,43.0,96.0,437.0,365.0,391.0,439.0,601.0,10419.0,2323.0,5850.0,2275.0,7672.0,1833.0,1037.0,493.0,46655.0,16000US3006550,billings,billings,,,,,,,,,11.567868092434352,,0.10445062850219597
Bozeman Police Dept,MT,12,38289.0,98.0,1,30.0,8,59,1326.0,134,1136.0,56.0,255.9,2.6,78.4,20.9,154.1,3463.1,350.0,2966.9,146.3,"bozeman,MT",16000US3008950,bozeman,,,,Bozeman,bozeman,montana,LAUCT300895000000003,4.05,38022.0,35196.0,,0.0,0.0,0.0,55.0,22.0,67.0,71.0,110.0,1424.0,541.0,2105.0,626.0,3779.0,1285.0,237.0,622.0,44106.0,16000US3008950,bozeman,bozeman,,,,,,,,,10.545920218551572,,0.1557782336542002
Great Falls Police Dept,MT,12,59360.0,151.0,1,10.0,25,115,2788.0,320,2338.0,130.0,254.4,1.7,16.8,42.1,193.7,4696.8,539.1,3938.7,219.0,"great falls,MT",16000US3032800,greatfalls,,,,Great Falls,greatfalls,montana,LAUCT303280000000003,4.991666666666666,58876.0,51797.0,,66.0,0.0,29.0,426.0,303.0,287.0,522.0,330.0,5948.0,1447.0,3438.0,1819.0,3249.0,686.0,507.0,50.0,42171.0,16000US3032800,greatfalls,greatfalls,,,,,,,,,10.983188816312477,,0.076295944017936
Helena Police Dept,MT,12,28791.0,127.0,0,26.0,12,89,1015.0,122,861.0,32.0,441.1,0.0,90.3,41.7,309.1,3525.4,423.7,2990.5,111.1,"helena,MT",16000US3035600,helena,,,,Helena,helena,montana,LAUCT303560000000003,4.516666666666668,28722.0,27042.0,,79.0,0.0,35.0,99.0,78.0,131.0,46.0,88.0,1499.0,582.0,1567.0,460.0,2469.0,1268.0,459.0,274.0,49635.0,16000US3035600,helena,helena,,,,,,,,,10.265418658620565,,0.1556298307917276
Kalispell Police Dept,MT,12,20147.0,69.0,1,17.0,7,44,894.0,90,770.0,34.0,342.5,5.0,84.4,34.7,218.4,4437.4,446.7,3821.9,168.8,"kalispell,MT",16000US3040075,kalispell,,,,Kalispell,kalispell,montana,LAUCT304007500000003,,20227.0,19111.0,,51.0,0.0,5.0,62.0,0.0,48.0,121.0,69.0,1527.0,492.0,1134.0,323.0,1221.0,534.0,46.0,27.0,38340.0,16000US3040075,kalispell,kalispell,,,,,,,,,9.914773624553096,,0.09037425223710882
Missoula City Police Dept,MT,12,67758.0,221.0,0,25.0,33,163,3041.0,378,2558.0,105.0,326.2,0.0,36.9,48.7,240.6,4488.0,557.9,3775.2,155.0,"missoula city,MT",16000US3050200,missoula,,,,Missoula,missoula,montana,LAUCT305020000000003,4.9750000000000005,67643.0,62447.0,,43.0,18.0,1.0,85.0,109.0,155.0,93.0,215.0,4312.0,1080.0,4736.0,1479.0,5375.0,2167.0,855.0,764.0,40369.0,16000US3050200,missoula,missoula,,,,,,,,,11.121999154483145,,0.135431604157119
Grand Island Police Dept,NE,12,49583.0,162.0,0,40.0,21,101,2305.0,367,1859.0,79.0,326.7,0.0,80.7,42.4,203.7,4648.8,740.2,3749.3,159.3,"grand island,NE",16000US3119595,grandisland,0.075,0.010714285714285714,0.03214285714285714,Grand Island,grandisland,nebraska,LAUCT311959500000003,3.5333333333333337,49317.0,45324.0,,305.0,459.0,483.0,228.0,527.0,328.0,474.0,314.0,5501.0,1068.0,2152.0,1189.0,1673.0,350.0,284.0,106.0,43249.0,16000US3119595,grandisland,grandisland,0.40210340458328697,-0.7928571428571428,1.1421945083613716,164.17989417989045,59.44324221203822,-0.7035714285714286,2.8539078588076836,,10.80602412817762,164.17989417989045,0.04892836141695561
Lincoln Police Dept,NE,12,264175.0,1050.0,3,182.0,197,668,10171.0,1616,8244.0,311.0,397.5,1.1,68.9,74.6,252.9,3850.1,611.7,3120.7,117.7,"lincoln,NE",16000US3128000,lincoln,0.16030534351145034,0.044274809160305344,0.1984732824427481,Lincoln,lincoln,nebraska,LAUCT312800000000003,3.4250000000000003,262214.0,230330.0,10438.0,666.0,137.0,669.0,491.0,653.0,671.0,1115.0,826.0,19104.0,5537.0,13195.0,8692.0,17361.0,5505.0,2203.0,3037.0,48295.0,16000US3128000,lincoln,lincoln,0.6348612181047701,0.21068702290076333,2.5362585289049218,204.66402116400002,79.58486871513036,0.14885496183206107,5.378734978718183,0.03980718039463949,12.476916243241762,204.66402116400002,0.10718725926151922
North Platte Police Dept,NE,12,24806.0,65.0,0,19.0,7,39,1118.0,121,953.0,44.0,262.0,0.0,76.6,28.2,157.2,4507.0,487.8,3841.8,177.4,"north platte,NE",16000US3135000,northplatte,0.02127659574468085,,0.010638297872340424,North Platte,northplatte,nebraska,LAUCT313500000000003,,24642.0,23051.0,,69.0,232.0,0.0,175.0,27.0,145.0,109.0,17.0,2822.0,876.0,1278.0,675.0,868.0,223.0,73.0,34.0,42264.0,16000US3135000,northplatte,northplatte,0.1762428841556352,-0.9414893617021276,0.5681209433767899,173.41666666675002,13.250786140328211,-1.0,0.0,,10.112207583184613,173.41666666675002,0.04861618375131889
Omaha Police Dept,NE,12,417970.0,2485.0,41,187.0,815,1442,19178.0,3311,13120.0,2747.0,594.5,9.8,44.7,195.0,345.0,4588.4,792.2,3139.0,657.2,"omaha,NE",16000US3137000,omaha,0.11370481927710845,0.03463855421686747,0.16415662650602408,Omaha,omaha,nebraska,LAUCT313700000000003,4.425,416374.0,315436.0,54523.0,2181.0,1567.0,1642.0,2821.0,1908.0,2427.0,2771.0,2421.0,29605.0,8828.0,22764.0,8028.0,28025.0,8369.0,3747.0,2178.0,46202.0,16000US3137000,omaha,omaha,0.5714327766558582,-0.03953313253012048,2.2291780431269803,218.11331861665562,106.89178532898389,-0.02183734939759036,5.32545653935654,0.13094717729733366,12.93933917381192,218.11331861665562,0.10163698982165073
Reno Police Dept,NV,12,230486.0,1192.0,7,33.0,327,825,7423.0,1633,4909.0,881.0,517.2,3.0,14.3,141.9,357.9,3220.6,708.5,2129.8,382.2,"reno,NV",16000US3260600,reno,0.13742690058479531,0.04580896686159844,0.08187134502923976,Reno,reno,nevada,LAUCT326060000000003,9.716666666666667,228658.0,180391.0,7364.0,535.0,943.0,1467.0,1611.0,1575.0,1460.0,2256.0,1250.0,18232.0,4363.0,14472.0,4364.0,13084.0,4392.0,2147.0,1812.0,44318.0,16000US3260600,reno,reno,0.5188080506047682,-0.5365497076023392,1.611355855676922,207.38841607565246,85.18742297595034,0.15838206627680312,5.425145870960523,0.03220530224177593,12.33998271644702,207.38841607565246,0.09374261998268156
Albuquerque Police Dept,NM,12,553684.0,4151.0,41,278.0,1092,2740,29718.0,6677,20298.0,2743.0,749.7,7.4,50.2,197.2,494.9,5367.3,1205.9,3666.0,495.4,"albuquerque,NM",16000US3502000,albuquerque,0.2178883658372562,0.04236718224613315,0.16745124411566914,Albuquerque,albuquerque,new mexico,LAUCT350200000000003,6.625,551597.0,382530.0,18424.0,1725.0,1272.0,3256.0,2284.0,2567.0,2817.0,2767.0,3714.0,39488.0,9471.0,31894.0,12323.0,32587.0,16381.0,5052.0,5358.0,46060.0,16000US3502000,albuquerque,albuquerque,0.6300988408446576,0.0484196368527236,2.3900469068174703,236.65972222222683,323.71714974599485,0.21587088096839274,6.025277923548042,0.03340119688830795,13.22057298616278,236.65972222222683,0.1076474310048822
Farmington Police Dept,NM,12,45328.0,481.0,4,81.0,39,357,1866.0,332,1430.0,104.0,1061.2,8.8,178.7,86.0,787.6,4116.7,732.4,3154.8,229.4,"farmington,NM",16000US3525800,farmington,0.0371900826446281,0.016528925619834708,0.012396694214876032,Farmington,farmington,new mexico,LAUCT352580000000003,5.066666666666666,45798.0,30172.0,,97.0,22.0,148.0,202.0,260.0,229.0,696.0,382.0,4277.0,915.0,2388.0,1312.0,2011.0,864.0,316.0,110.0,53778.0,16000US3525800,farmington,farmington,0.2489992314501844,-0.9297520661157024,0.6370503381165955,125.67901234567778,85.21476941996507,-0.4545454545454545,4.2161515164849686,,10.731995701026525,125.67901234567778,0.0720773832918468
Las Cruces Police Dept,NM,12,99824.0,394.0,5,56.0,70,263,4419.0,991,3214.0,214.0,394.7,5.0,56.1,70.1,263.5,4426.8,992.7,3219.7,214.4,"las cruces,NM",16000US3539380,lascruces,0.05063291139240506,0.012658227848101266,0.006329113924050633,Las Cruces,lascruces,new mexico,LAUCT353938000000003,5.941666666666666,99754.0,88682.0,,529.0,390.0,575.0,514.0,844.0,557.0,857.0,524.0,6031.0,2044.0,5546.0,1990.0,5352.0,2771.0,473.0,803.0,39319.0,16000US3539380,lascruces,lascruces,0.2549095976097928,-0.9683544303797468,0.4050614074700024,237.29166666662502,48.58316657108232,-0.6962025316455697,2.7248622758485936,,11.510462434198743,237.29166666662502,0.09422178559255769
Santa Fe Police Dept,NM,12,68751.0,331.0,2,15.0,109,205,3897.0,1907,1816.0,174.0,481.4,2.9,21.8,158.5,298.2,5668.3,2773.8,2641.4,253.1,"santa fe,NM",16000US3570500,santafe,0.11585365853658534,0.01524390243902439,0.07621951219512195,Santa Fe,santafe,new mexico,LAUCT357050000000003,5.166666666666666,68677.0,59217.0,,267.0,189.0,738.0,356.0,689.0,297.0,473.0,624.0,4284.0,875.0,3436.0,1354.0,4867.0,2701.0,928.0,1086.0,47105.0,16000US3570500,santafe,santafe,0.5004659572703367,-0.5426829268292683,1.6192670587071292,235.3245614035342,101.9881414776355,-0.6006097560975611,3.350420977724728,,11.137169633218704,235.3245614035342,0.1395226931869476
Silver City Police Dept,NM,12,10285.0,86.0,0,16.0,14,56,667.0,168,469.0,30.0,836.2,0.0,155.6,136.1,544.5,6485.2,1633.4,4560.0,291.7,"silver city,NM",04000US35,clovis,0.018656716417910446,0.00373134328358209,0.026119402985074626,Clovis / Portales,clovis,new mexico,,,2076325.0,1501984.0,42386.0,9148.0,8896.0,16820.0,14361.0,13981.0,18513.0,19877.0,12424.0,180295.0,37377.0,113430.0,43764.0,94468.0,45639.0,12962.0,15435.0,43518.0,04000US35,clovis,clovis,0.21523789630087173,-0.8320895522388059,1.0590152125511607,168.5333333336,23.180571366598894,-0.9141791044776121,1.4049486100975102,0.02041395253633222,14.546110062074808,168.5333333336,0.08115492516826604
Silver City Police Dept,NM,12,10285.0,86.0,0,16.0,14,56,667.0,168,469.0,30.0,836.2,0.0,155.6,136.1,544.5,6485.2,1633.4,4560.0,291.7,"silver city,NM",04000US35,roswell,0.031446540880503145,0.007861635220125786,0.058176100628930826,Roswell / Carlsbad,roswell,new mexico,,,2076325.0,1501984.0,42386.0,9148.0,8896.0,16820.0,14361.0,13981.0,18513.0,19877.0,12424.0,180295.0,37377.0,113430.0,43764.0,94468.0,45639.0,12962.0,15435.0,43518.0,04000US35,roswell,roswell,0.3319139790912232,-0.6682389937106918,1.3775468482668782,354.9166666666501,651.6956010537093,-0.8254716981132075,1.9640979811385944,0.02041395253633222,14.546110062074808,354.9166666666501,0.08115492516826604
Albany Police Dept,NY,12,98187.0,802.0,4,43.0,249,506,4340.0,887,3299.0,154.0,816.8,4.1,43.8,253.6,515.3,4420.1,903.4,3359.9,156.8,"albany,NY",16000US3601000,albany,0.18361581920903955,0.06158192090395481,0.17062146892655367,Albany,albany,new york,LAUCT360100000000003,7.208333333333332,97843.0,55704.0,30715.0,274.0,160.0,267.0,378.0,272.0,854.0,785.0,458.0,6701.0,1172.0,4265.0,2076.0,5715.0,2929.0,863.0,881.0,40404.0,16000US3601000,albany,albany,0.6707812333812481,-0.011205273069677968,2.226669829625628,225.7745299145458,192.94877483065204,0.4602636534840678,5.845829555250499,0.3139212820539027,11.491119432196781,225.7745299145458,0.10617008881575585
Binghamton Police Dept,NY,12,47250.0,315.0,3,15.0,81,216,2336.0,558,1732.0,46.0,666.7,6.3,31.7,171.4,457.1,4943.9,1181.0,3665.6,97.4,"binghamton,NY",16000US3606607,binghamton,0.0943738656987296,0.021778584392014518,0.0943738656987296,Binghamton,binghamton,new york,LAUCT360660700000003,8.125,46917.0,36753.0,5404.0,140.0,31.0,179.0,365.0,200.0,435.0,425.0,262.0,4705.0,883.0,1608.0,1395.0,1939.0,925.0,293.0,414.0,31098.0,16000US3606607,binghamton,binghamton,0.51800131163123,-0.4627949183303085,1.7103892676686052,671.0096153846154,1582.0683345062378,-0.3611615245009073,4.479271218447019,0.11518213014472366,10.756135362104326,671.0096153846154,0.07611313596351003
Buffalo Police Dept,NY,12,262434.0,3382.0,48,138.0,1388,1808,13454.0,3976,8371.0,1107.0,1288.7,18.3,52.6,528.9,688.9,5126.6,1515.0,3189.8,421.8,"buffalo,NY",16000US3611000,buffalo,0.11985409067222512,0.04794163626889005,0.18759770713913496,Buffalo,buffalo,new york,LAUCT361100000000003,9.691666666666666,260321.0,130802.0,97896.0,1384.0,559.0,907.0,1568.0,1436.0,2353.0,3145.0,2402.0,22288.0,4246.0,11220.0,5469.0,9960.0,5783.0,1822.0,1246.0,29891.0,16000US3611000,buffalo,buffalo,0.5801826678105555,0.04429390307451277,2.2339764683386156,254.20241545893052,497.9964675652244,0.266284523189161,5.767769777006327,0.37605878895671113,12.469670763871424,254.20241545893052,0.07226078572224293
Elmira City Police Dept,NY,12,29362.0,104.0,2,1.0,40,61,1192.0,250,923.0,19.0,354.2,6.8,3.4,136.2,207.8,4059.7,851.4,3143.5,64.7,"elmira city,NY",16000US3624229,elmira,0.07540983606557378,0.006557377049180328,0.052459016393442616,Elmira,elmira,new york,LAUCT362422900000003,9.916666666666666,29080.0,23121.0,3950.0,43.0,23.0,27.0,207.0,304.0,514.0,797.0,259.0,3550.0,705.0,992.0,753.0,629.0,320.0,120.0,50.0,29028.0,16000US3624229,elmira,elmira,0.3694257839351032,-0.6852459016393443,1.3738435406558849,222.18357487917396,226.92477470908452,-0.8295081967213115,2.1082032963907573,0.1358321870701513,10.277805931647455,222.18357487917396,0.03848005502063274
Ithaca Police Dept,NY,12,30216.0,65.0,0,4.0,30,31,1238.0,177,1033.0,28.0,215.1,0.0,13.2,99.3,102.6,4097.2,585.8,3418.7,92.7,"ithaca,NY",16000US3638077,ithaca,0.06397306397306397,0.010101010101010102,0.057239057239057235,Ithaca,ithaca,new york,LAUCT363807700000003,5.366666666666667,30160.0,21421.0,,31.0,1.0,47.0,61.0,78.0,0.0,26.0,32.0,500.0,137.0,408.0,247.0,1466.0,1093.0,230.0,766.0,27331.0,16000US3638077,ithaca,ithaca,0.35772737939508903,-0.6666666666666666,1.4070286883108425,188.93859649121052,80.79132567358259,-0.7070707070707071,2.929068636861055,,10.314271822121892,188.93859649121052,0.11787135278514589
Plattsburgh Police Dept,NY,11,20057.0,26.0,0,1.0,1,24,489.0,68,412.0,9.0,,,,,,,,,,"plattsburgh,NY",31200US384603658574,plattsburgh,0.015,0.025,0.075,Plattsburgh,plattsburgh,new york,LAUCT365857400000003,,19844.0,18121.0,,20.0,14.0,14.0,208.0,56.0,59.0,86.0,128.0,1259.0,441.0,931.0,474.0,880.0,459.0,201.0,96.0,32662.0,31200US384603658574,plattsburgh,plattsburgh,0.4154975222005227,-0.58083333333335,1.5278886564505167,163.33333333333334,40.41451884327381,-0.47,3.327832982859724,,9.89565697342094,163.33333333333334,0.08244305583551703
Rochester Police Dept,NY,12,211993.0,2069.0,36,112.0,817,1104,11283.0,2978,7683.0,622.0,976.0,17.0,52.8,385.4,520.8,5322.3,1404.8,3624.2,293.4,"rochester,NY",16000US3663000,rochester,0.10384850335980453,0.03298717165546732,0.1301160659743433,Rochester,rochester,new york,LAUCT366300000000003,9.508333333333333,210548.0,93932.0,86078.0,1169.0,605.0,645.0,1316.0,1626.0,2669.0,3127.0,1592.0,18063.0,3452.0,7634.0,4343.0,9828.0,4124.0,1234.0,583.0,29942.0,16000US3663000,rochester,rochester,0.5080898653184558,-0.2944410507025046,1.8754102099866368,172.4529411764412,75.0632414138082,-0.1117898594990837,4.961621810214763,0.4088283906757604,12.257468934613588,172.4529411764412,0.07489503581131143
Syracuse Police Dept,NY,12,145934.0,1372.0,14,75.0,454,829,5976.0,1896,3698.0,382.0,940.2,9.6,51.4,311.1,568.1,4095.0,1299.2,2534.0,261.8,"syracuse,NY",16000US3673000,syracuse,0.2077922077922078,0.02525252525252525,0.2518037518037518,Syracuse,syracuse,new york,LAUCT367300000000003,8.625,144575.0,81722.0,42059.0,1003.0,252.0,492.0,1099.0,995.0,1442.0,1429.0,1326.0,10878.0,1934.0,4512.0,3198.0,5799.0,2617.0,909.0,761.0,30299.0,16000US3673000,syracuse,syracuse,0.6325593068365785,0.4448051948051948,2.5439143205553894,194.3544560185139,518.6163078986633,-0.21933621933621933,5.107071743900241,0.2909147501296905,11.88155368302642,194.3544560185139,0.0697630987376794
Utica Police Dept,NY,12,62445.0,411.0,1,23.0,126,261,2704.0,591,2014.0,99.0,658.2,1.6,36.8,201.8,418.0,4330.2,946.4,3225.2,158.5,"utica,NY",16000US3676540,utica,0.15185185185185185,0.011111111111111113,0.05555555555555555,Utica,utica,new york,LAUCT367654000000003,8.666666666666668,62006.0,42612.0,8417.0,572.0,386.0,179.0,673.0,337.0,642.0,826.0,374.0,5524.0,1218.0,2457.0,1860.0,2085.0,474.0,153.0,193.0,30457.0,16000US3676540,utica,utica,0.4401225218371361,-0.6851851851851852,1.3136978382370228,209.24796747965854,83.48606937977033,-0.7296296296296296,2.573284943675944,0.13574492791020223,11.034986433538457,209.24796747965854,0.04685030480921201
Watertown Police Dept,NY,12,27571.0,154.0,0,12.0,20,122,1576.0,269,1183.0,124.0,558.6,0.0,43.5,72.5,442.5,5716.2,975.7,4290.7,449.7,"watertown,NY",16000US3678608,watertown,0.040712468193384234,0.015267175572519085,0.04834605597964377,Watertown,watertown,new york,LAUCT367860800000003,8.699999999999998,27454.0,23646.0,,114.0,15.0,43.0,180.0,105.0,236.0,227.0,215.0,3000.0,641.0,1202.0,566.0,1154.0,369.0,162.0,78.0,37229.0,16000US3678608,watertown,watertown,0.3452396620629032,-0.6870229007633588,1.4160196953204576,181.71875,74.34558241751826,-0.6437659033078881,2.866114141409855,,10.220267155811605,181.71875,0.06421650761273402
Asheville Police Dept,NC,12,85295.0,423.0,6,33.0,141,243,4910.0,742,3832.0,336.0,495.9,7.0,38.7,165.3,284.9,5756.5,869.9,4492.6,393.9,"asheville,NC",16000US3702140,asheville,0.1868995633187773,0.0445414847161572,0.11965065502183404,Asheville,asheville,north carolina,LAUCT370214000000003,5.616666666666667,84661.0,70430.0,10270.0,365.0,35.0,236.0,411.0,733.0,809.0,684.0,339.0,5549.0,1139.0,4371.0,1795.0,7469.0,2177.0,1046.0,519.0,42419.0,16000US3702140,asheville,asheville,0.6235901128313058,-0.2800582241630306,1.996494401594168,377.6051401869384,799.672112921074,0.42882096069869,6.85061306711775,0.12130733159305938,11.346410325958852,377.6051401869384,0.13242224873318292
Fayetteville Police Dept,NC,12,205966.0,1186.0,22,70.0,560,534,13163.0,4109,8298.0,756.0,575.8,10.7,34.0,271.9,259.3,6390.9,1995.0,4028.8,367.1,"fayetteville,NC",16000US3722920,fayettevillenc,0.13225499524262607,0.014747859181731684,0.08658420551855375,Fayetteville,fayettevillenc,north carolina,LAUCT372292000000003,6.6083333333333325,201334.0,94870.0,81915.0,643.0,161.0,223.0,623.0,700.0,870.0,898.0,419.0,15487.0,4103.0,12614.0,5494.0,8513.0,3485.0,1299.0,758.0,44472.0,16000US3722920,fayettevillenc,fayettevillenc,0.4899313464265605,-0.4845385347288297,1.715101819569072,164.7047362110288,103.59789181967336,-0.5965746907706946,3.3651272710823834,0.40686123555882264,12.212720499501637,164.7047362110288,0.06980937149214737
Greensboro Police Dept,NC,12,276134.0,1555.0,21,70.0,556,908,12064.0,3345,8153.0,566.0,563.1,7.6,25.4,201.4,328.8,4368.9,1211.4,2952.6,205.0,"greensboro,NC",16000US3728000,greensboro,0.2891139240506329,0.03746835443037975,0.13873417721518988,Greensboro,greensboro,north carolina,LAUCT372800000000003,7.75,273641.0,136204.0,110791.0,1314.0,566.0,1201.0,971.0,1629.0,1893.0,1892.0,1464.0,19844.0,3903.0,13347.0,4772.0,18237.0,6479.0,1897.0,1446.0,40323.0,16000US3728000,greensboro,greensboro,0.6299572110455782,-0.13367088607594935,2.2060420491991595,188.27957078920682,123.36454963586559,0.05113924050632911,5.506896060691246,0.4048771931106815,12.519572307304744,188.27957078920682,0.10253945863375737
Hickory Police Dept,NC,12,40361.0,265.0,3,22.0,81,159,2640.0,475,2003.0,162.0,656.6,7.4,54.5,200.7,393.9,6541.0,1176.9,4962.7,401.4,"hickory,NC",16000US3731060,hickory,0.19508196721311474,0.008196721311475409,0.04262295081967213,Hickory,hickory,north carolina,LAUCT373106000000003,8.2,40126.0,30406.0,5225.0,184.0,33.0,263.0,325.0,253.0,256.0,257.0,151.0,3051.0,550.0,1629.0,714.0,2634.0,965.0,618.0,167.0,40075.0,16000US3731060,hickory,hickory,0.44225640665291793,-0.7196721311475409,1.3507061550479618,216.8823529411597,127.02535512303585,-0.7491803278688525,2.8093862702333974,0.13021482330658427,10.599779782240146,216.8823529411597,0.109255844091113
Raleigh Police Dept,NC,12,420594.0,1780.0,17,113.0,665,985,13779.0,3036,9812.0,931.0,423.2,4.0,26.9,158.1,234.2,3276.1,721.8,2332.9,221.4,"raleigh,NC",16000US3755000,raleigh,0.2044809982983551,0.035734543391945546,0.15173000567214975,Raleigh,raleigh,north carolina,LAUCT375500000000003,5.75,414373.0,252701.0,123541.0,821.0,734.0,3472.0,1582.0,2235.0,1631.0,1688.0,1349.0,20931.0,5556.0,17588.0,8456.0,36908.0,12586.0,3788.0,3136.0,52709.0,16000US3755000,raleigh,raleigh,0.6129411142323042,-0.07085460389487236,2.248073746320036,187.1278207075918,123.57136426921244,-0.14549064095297787,4.582263213859723,0.2981395988638256,12.934521813364613,187.1278207075918,0.1361526933463329
Wilmington Police Dept,NC,12,109370.0,618.0,8,23.0,261,326,5910.0,1694,3843.0,373.0,565.1,7.3,21.0,238.6,298.1,5403.7,1548.9,3513.8,341.0,"wilmington,NC",16000US3774440,wilmington,0.10188356164383562,0.05736301369863014,0.0821917808219178,Wilmington,wilmington,north carolina,LAUCT377444000000003,7.241666666666666,108320.0,81547.0,21747.0,358.0,65.0,616.0,394.0,725.0,653.0,801.0,544.0,6721.0,2200.0,4229.0,3000.0,8577.0,2771.0,1028.0,672.0,41554.0,16000US3774440,wilmington,wilmington,0.5219388936527843,-0.5564212328767123,1.5365949738809341,187.98786181142862,119.43986023718668,0.4154537671232877,5.8169353887190125,0.2007662481536189,11.592845088146102,187.98786181142862,0.12045790251107828
Bismarck Police Dept,ND,12,64103.0,218.0,1,31.0,16,170,1945.0,320,1522.0,103.0,340.1,1.6,48.4,25.0,265.2,3034.2,499.2,2374.3,160.7,"bismarck,ND",16000US3807200,bismarck,0.0744920993227991,0.01580135440180587,0.1309255079006772,Bismarck,bismarck,north dakota,LAUCT380720000000003,2.358333333333333,63075.0,58338.0,,105.0,0.0,40.0,621.0,54.0,236.0,217.0,119.0,5467.0,1481.0,2592.0,3071.0,3995.0,1546.0,516.0,415.0,54099.0,16000US3807200,bismarck,bismarck,0.4713738587506702,-0.26636568848758463,1.9243129810848527,473.8737373737272,873.4703645972078,-0.6252821670428894,2.9721102243740085,,11.05207977350926,473.8737373737272,0.10260800634165676
Fargo Police Dept,ND,12,109813.0,394.0,2,69.0,46,277,2835.0,451,2229.0,155.0,358.8,1.8,62.8,41.9,252.2,2581.7,410.7,2029.8,141.1,"fargo,ND",16000US3825700,fargo,0.1295585412667946,0.023032629558541268,0.14779270633397312,Fargo,fargo,north dakota,LAUCT382570000000003,3.0,107752.0,97036.0,2542.0,121.0,37.0,18.0,243.0,76.0,293.0,427.0,244.0,6585.0,1826.0,6315.0,3679.0,8124.0,2337.0,1355.0,1007.0,45644.0,16000US3825700,fargo,fargo,0.5483184025329871,-0.1765834932821497,2.0374751843956136,323.6918518518519,628.0406903728148,-0.4126679462571977,3.988763369898809,0.023591209443908235,11.58758756927865,323.6918518518519,0.11900475165194149
Grand Forks Police Dept,ND,12,53839.0,146.0,0,24.0,23,99,1409.0,228,1091.0,90.0,271.2,0.0,44.6,42.7,183.9,2617.1,423.5,2026.4,167.2,"grand forks,ND",16000US3832060,grandforks,0.058631921824104226,0.016286644951140062,0.08143322475570032,Grand Forks,grandforks,north dakota,LAUCT383206000000003,2.9333333333333336,53023.0,47616.0,,227.0,109.0,25.0,221.0,85.0,109.0,50.0,133.0,3854.0,1000.0,2564.0,1533.0,3101.0,992.0,437.0,478.0,41444.0,16000US3832060,grandforks,grandforks,0.4446306905755403,-0.5439739413680782,1.571973024215496,262.77777777777777,113.78801526655018,-0.5309446254071661,4.104220697786526,,10.878481060664019,262.77777777777777,0.09444957848480848
Minot Police Dept,ND,12,43460.0,101.0,0,20.0,6,75,763.0,78,605.0,80.0,232.4,0.0,46.0,13.8,172.6,1755.6,179.5,1392.1,184.1,"minot,ND",16000US3853380,minot,0.07438955139125497,0.022714366837024415,0.10959681998864282,Minot,minot,north dakota,LAUCT385338000000003,2.6833333333333336,42641.0,38508.0,,54.0,0.0,0.0,416.0,25.0,294.0,108.0,60.0,4208.0,693.0,2520.0,1581.0,2577.0,578.0,248.0,156.0,50201.0,16000US3853380,minot,minot,0.4527447425081521,-0.37791027825099377,1.8173330093698936,341.38083121288554,635.0261132333327,-0.4542873367404884,3.640879805215637,,10.660571510722328,341.38083121288554,0.08346427147580966
Athens City Police Dept,OH,12,23834.0,15.0,0,1.0,8,6,454.0,89,359.0,6.0,62.9,0.0,4.2,33.6,25.2,1904.8,373.4,1506.3,25.2,"athens city,OH",16000US3902736,athensoh,,0.010256410256410256,0.015384615384615384,Athens,athensoh,ohio,LAUCT390273600000003,,23623.0,20335.0,,,,,,,,,,,,,,,,,,17986.0,16000US3902736,athensoh,athensoh,0.21384784637915924,-0.9384615384615383,0.4935748956711597,,,-0.6717948717948717,3.2324026936940222,,10.069976092693759,,
