Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid.1,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std,black_fraction,lpop,price,college_plus_frac
Aberdeen City Police Dept,SD,12,26593.0,69.0,0,23.0,1,45,507.0,88,392.0,27.0,259.5,0.0,86.5,3.8,169.2,1906.5,330.9,1474.1,101.5,"aberdeen city,SD",16000US4600100,aberdeen-sd,,,,Aberdeen,aberdeen-sd,south dakota,LAUCT460010000000003,3.441666666666667,26443.0,24230.0,,0.0,0.0,0.0,285.0,72.0,62.0,100.0,88.0,2940.0,437.0,1212.0,576.0,1469.0,202.0,210.0,88.0,47910.0,16000US4600100,aberdeen-sd,aberdeen-sd,,,,,,,,,10.182746751976826,,0.07446205044813373
Rapid City Police Dept,SD,12,69979.0,425.0,4,111.0,55,255,3555.0,591,2734.0,230.0,607.3,5.7,158.6,78.6,364.4,5080.1,844.5,3906.9,328.7,"rapid city,SD",04000US46,rapidcity,,,,Rapid City,rapidcity,south dakota,LAUCT465298000000003,4.183333333333334,68912.0,55687.0,,164.0,58.0,228.0,361.0,217.0,490.0,436.0,410.0,5978.0,1372.0,4398.0,1603.0,3964.0,1428.0,552.0,193.0,44382.0,04000US46,rapidcity,rapidcity,,,,,,,,,11.140585607293891,,0.0890556071511493
Sioux Falls Police Dept,SD,12,158354.0,631.0,2,139.0,70,420,5041.0,899,3843.0,299.0,398.5,1.3,87.8,44.2,265.2,3183.4,567.7,2426.8,188.8,"sioux falls,SD",16000US4659020,siouxfalls,,,,Sioux Falls,siouxfalls,south dakota,LAUCT465902000000003,3.475,156997.0,135607.0,7082.0,471.0,0.0,714.0,1071.0,586.0,846.0,846.0,813.0,15543.0,2418.0,7058.0,4375.0,10544.0,3440.0,1040.0,945.0,50295.0,16000US4659020,siouxfalls,siouxfalls,,,,,,,,0.04510914221290853,11.963981975867625,,0.10171531940100766
Chattanooga Police Dept,TN,12,171541.0,1709.0,22,56.0,490,1141,10441.0,2291,7215.0,935.0,996.3,12.8,32.6,285.6,665.1,6086.6,1335.5,4206.0,545.1,"chattanooga,TN",16000US4714000,chattanooga,0.18881685575364668,0.030794165316045383,0.1280388978930308,Chattanooga,chattanooga,tennessee,LAUCT471400000000003,8.825000000000003,169718.0,100470.0,58306.0,1345.0,428.0,729.0,839.0,1114.0,1573.0,1873.0,1027.0,15620.0,3533.0,9094.0,2849.0,8964.0,2905.0,1208.0,759.0,37140.0,16000US4714000,chattanooga,chattanooga,0.5863119536795821,-0.303484602917342,1.866074596798605,210.88905249096612,127.12749389967851,-0.15964343598055106,4.802426583437168,0.34354635336263684,12.041893515131814,210.88905249096612,0.08152346834160196
Clarksville Police Dept,TN,12,137356.0,875.0,10,46.0,99,720,3741.0,976,2598.0,167.0,637.0,7.3,33.5,72.1,524.2,2723.6,710.6,1891.4,121.6,"clarksville,TN",16000US4715160,clarksville,0.12369791666666667,0.028645833333333325,0.07421875,Clarksville,clarksville,tennessee,LAUCT471516000000003,8.258333333333331,137588.0,91630.0,31713.0,284.0,168.0,589.0,378.0,288.0,624.0,470.0,391.0,11783.0,3685.0,7822.0,2878.0,5861.0,2229.0,330.0,351.0,44760.0,16000US4715160,clarksville,clarksville,0.4715893471929992,-0.5911458333333334,1.4842149851422526,474.46666666666323,1075.8155990100188,-0.2610677083333333,4.4600071217486255,0.2304924848097218,11.832018991376103,474.46666666666323,0.0637482920022095
Cookeville Police Dept,TN,12,30946.0,146.0,0,12.0,26,108,1522.0,370,1097.0,55.0,471.8,0.0,38.8,84.0,349.0,4918.2,1195.6,3544.9,177.7,"cookeville,TN",16000US4716920,cookeville,0.08,0.015,0.035,Cookeville,cookeville,tennessee,LAUCT471692000000003,7.4833333333333325,30755.0,28335.0,,52.0,0.0,24.0,125.0,150.0,322.0,172.0,169.0,2961.0,285.0,1363.0,313.0,1679.0,303.0,199.0,299.0,28212.0,16000US4716920,cookeville,cookeville,0.3792348816728057,-0.815,0.9877516217813354,231.77567340062504,26.678068284552218,-0.605,3.3202553331614317,,10.333807861642468,231.77567340062504,0.08063729474882134
Knoxville Police Dept,TN,12,182254.0,1774.0,18,119.0,528,1109,12169.0,2882,8373.0,914.0,973.4,9.9,65.3,289.7,608.5,6676.9,1581.3,4594.1,501.5,"knoxville,TN",16000US4740000,knoxville,0.12991178829190056,0.057738572574178026,0.15557337610264635,Knoxville,knoxville,tennessee,LAUCT474000000000003,7.783333333333334,180714.0,139636.0,32033.0,646.0,497.0,614.0,1012.0,622.0,1481.0,1196.0,730.0,15307.0,3694.0,6760.0,6197.0,11283.0,3416.0,2183.0,1165.0,32632.0,16000US4740000,knoxville,knoxville,0.6316303146588008,0.03648757016840417,2.4760635498093526,291.40483539098153,497.71047048903154,0.8091419406575782,7.525162486680553,0.17725798775966445,12.104670950059527,291.40483539098153,0.09986498002368384
Memphis Police Dept,TN,12,657436.0,11507.0,133,420.0,3382,7572,41503.0,12575,25959.0,2969.0,1750.3,20.2,63.9,514.4,1151.7,6312.9,1912.7,3948.5,451.6,"memphis,TN",16000US4748000,memphis,0.08354248834707781,0.01505916098960201,0.06238795267120832,Memphis,memphis,tennessee,LAUCT474800000000003,10.791666666666664,651363.0,194560.0,410850.0,3006.0,1305.0,3361.0,4505.0,3241.0,6982.0,8313.0,4892.0,62210.0,8571.0,31055.0,8417.0,28264.0,8379.0,4355.0,2248.0,36062.0,16000US4748000,memphis,memphis,0.4002849006460814,-0.601888370981237,1.5865069316049567,252.06020505483173,679.2966348155724,-0.5761921835783435,3.4941567928936474,0.6307542798715924,13.386822369474173,252.06020505483173,0.06639308649708381
Abilene Police Dept,TX,12,119886.0,472.0,3,38.0,127,304,4393.0,1037,3185.0,171.0,393.7,2.5,31.7,105.9,253.6,3664.3,865.0,2656.7,142.6,"abilene,TX",16000US4801000,abilene,0.05852417302798984,0.0267175572519084,0.0623409669211196,Abilene,abilene,texas,LAUCT480100000000003,5.15,120027.0,96400.0,12311.0,620.0,340.0,362.0,1225.0,1263.0,1168.0,1722.0,412.0,10720.0,3060.0,6241.0,2475.0,5258.0,1571.0,701.0,572.0,41460.0,16000US4801000,abilene,abilene,0.3891529378997773,-0.648854961832061,1.4174004955990362,223.731884058,101.60574056799321,-0.2697201017811705,4.5529887067282955,0.10256858873420147,11.69547199645548,223.731884058,0.06750147883392903
Amarillo Police Dept,TX,12,196576.0,1278.0,10,110.0,278,880,8900.0,2087,6184.0,629.0,650.1,5.1,56.0,141.4,447.7,4527.5,1061.7,3145.9,320.0,"amarillo,TX",16000US4803000,amarillo,0.028595458368376788,0.009251471825063078,0.07485281749369217,Amarillo,amarillo,texas,LAUCT480300000000003,4.608333333333333,193429.0,160259.0,13181.0,965.0,580.0,1634.0,1673.0,1613.0,1363.0,1504.0,1013.0,15291.0,5212.0,10522.0,4232.0,8753.0,2726.0,1100.0,636.0,45350.0,16000US4803000,amarillo,amarillo,0.33446554407996043,-0.5449957947855341,1.6393834363348627,223.06372549020588,192.34051075794758,-0.7451640033641715,2.713258488813895,0.0681438667418019,12.1726657990539,223.06372549020588,0.06831964183240362
Austin Police Dept,TX,12,832901.0,3405.0,31,209.0,978,2187,43472.0,7244,33913.0,2315.0,408.8,3.7,25.1,117.4,262.6,5219.3,869.7,4071.7,277.9,"austin,TX",16000US4805000,austin,0.18500570125427596,0.03192702394526796,0.11630558722919042,Austin,austin,texas,LAUCT480500000000003,4.891666666666667,818236.0,595250.0,64949.0,3655.0,4377.0,8254.0,4049.0,6112.0,3286.0,3808.0,3992.0,42848.0,11318.0,41206.0,13978.0,72905.0,28608.0,8391.0,7927.0,51668.0,16000US4805000,austin,austin,0.5649804023871066,-0.32297605473204105,1.9258842065880357,227.63482280430665,113.12376786264544,-0.11801596351197265,5.08258406621713,0.07937685459940653,13.61490608253175,227.63482280430665,0.1440061302607072
Beaumont Police Dept,TX,12,120323.0,1242.0,13,76.0,408,745,5824.0,1828,3717.0,279.0,1032.2,10.8,63.2,339.1,619.2,4840.3,1519.2,3089.2,231.9,"beaumont,TX",16000US4807000,beaumont,0.10579514824797843,0.018867924528301886,0.10377358490566037,Beaumont,beaumont,texas,LAUCT480700000000003,8.858333333333333,118440.0,51732.0,55055.0,626.0,278.0,861.0,916.0,619.0,936.0,1354.0,469.0,10993.0,2315.0,6351.0,1949.0,5461.0,1588.0,792.0,256.0,37343.0,16000US4807000,beaumont,beaumont,0.4656508673967706,-0.3803908355795148,1.845977452033372,222.8915749855159,82.16408062706199,-0.5148247978436657,3.6083250050648563,0.4648345153664303,11.682161782215527,222.8915749855159,0.06836372847011145
Brownsville Police Dept,TX,12,181102.0,473.0,3,38.0,125,307,8337.0,1145,6986.0,206.0,261.2,1.7,21.0,69.0,169.5,4603.5,632.2,3857.5,113.7,"brownsville,TX",16000US4810768,brownsville,0.06315789473684211,0.013157894736842105,0.02368421052631579,Brownsville,brownsville,texas,LAUCT481076800000003,10.491666666666664,178045.0,162342.0,,1622.0,1646.0,3281.0,2343.0,2368.0,1891.0,1392.0,1227.0,9937.0,1773.0,6795.0,2702.0,5364.0,1143.0,677.0,507.0,31246.0,16000US4810768,brownsville,brownsville,0.3174768601461092,-0.8473684210526315,1.0054565751904985,296.25,378.0391341601048,-0.6684210526315789,3.0163236865663747,,12.089791606312179,296.25,0.04319694459265916
Corpus Christi Police Dept,TX,12,312565.0,2057.0,16,184.0,375,1482,14061.0,2452,11166.0,443.0,658.1,5.1,58.9,120.0,474.1,4498.6,784.5,3572.4,141.7,"corpus christi,TX",16000US4817000,corpuschristi,0.17541337167505391,0.05248023005032351,0.05895039539899353,Corpus Christi,corpuschristi,texas,LAUCT481700000000003,5.591666666666666,308497.0,263149.0,13964.0,1735.0,998.0,2309.0,2142.0,2614.0,2884.0,3373.0,1589.0,24896.0,6627.0,18715.0,6470.0,12516.0,4916.0,1559.0,1259.0,46470.0,16000US4817000,corpuschristi,corpuschristi,0.5273452210084153,-0.6552839683680806,1.4124214278350318,240.4180327869016,135.94774650081393,0.415528396836808,6.140022296647606,0.04526462169810403,12.639467397807039,240.4180327869016,0.06564083281198844
Dallas Police Dept,TX,12,1241549.0,8380.0,154,486.0,4093,3647,54300.0,16090,31148.0,7062.0,675.0,12.4,39.1,329.7,293.7,4373.6,1296.0,2508.8,568.8,"dallas,TX",16000US4819000,dallas,0.15179989412387507,0.06762837480148226,0.19825304393859186,Dallas,dallas,texas,LAUCT481900000000003,6.7666666666666675,1219879.0,689407.0,298222.0,10625.0,10653.0,24890.0,12328.0,19131.0,9835.0,12501.0,7370.0,85943.0,13084.0,49173.0,16157.0,69382.0,26005.0,13187.0,4841.0,41745.0,16000US4819000,dallas,dallas,0.6388894418765119,0.17674695606140814,2.4194968174792444,185.40891698149937,186.9148610179973,0.6718501852832186,6.305991840719667,0.24446850876193457,14.014262231462876,185.40891698149937,0.09297233578084384
Del Rio Police Dept,TX,12,36302.0,61.0,1,0.0,10,50,731.0,157,561.0,13.0,168.0,2.8,0.0,27.5,137.7,2013.7,432.5,1545.4,35.8,"del rio,TX",16000US4819792,delrio,0.00598802395209581,,0.011976047904191616,Del Rio,delrio,texas,LAUCT481979200000003,6.9833333333333325,35612.0,32500.0,,363.0,413.0,769.0,575.0,336.0,329.0,399.0,50.0,2939.0,762.0,1245.0,634.0,1389.0,244.0,64.0,0.0,40307.0,16000US4819792,delrio,delrio,0.13322025842794805,-0.9101796407185628,0.8201259623014223,240.0,,-1.0,0.0,,10.480437938693562,240.0,0.047652476693249464
Denton Police Dept,TX,12,118942.0,369.0,1,86.0,82,200,3262.0,632,2473.0,157.0,310.2,0.8,72.3,68.9,168.1,2742.5,531.4,2079.2,132.0,"denton,TX",16000US4819972,denton,0.08480268681780016,0.21242653232577666,0.309823677581864,Denton,denton,texas,LAUCT481997200000003,5.033333333333334,117997.0,91063.0,12910.0,209.0,243.0,975.0,594.0,707.0,400.0,486.0,322.0,5356.0,2225.0,6638.0,2268.0,7431.0,2585.0,502.0,1001.0,47695.0,16000US4819972,denton,denton,0.8137994486221629,0.9433249370277078,2.9267563761070896,206.56647203183368,260.85286428000006,3.899244332493703,9.476370849143862,0.10940956126003204,11.6784144793958,206.56647203183368,0.09762112596082952
El Paso Police Dept,TX,12,675536.0,2859.0,23,184.0,471,2181,16411.0,1826,13425.0,1160.0,423.2,3.4,27.2,69.7,322.9,2429.3,270.3,1987.3,171.7,"el paso,TX",16000US4824000,elpaso,0.12051455653351388,0.033852403520649964,0.0974949221394719,El Paso,elpaso,texas,LAUCT482400000000003,8.116666666666665,662707.0,541806.0,22684.0,4944.0,3403.0,8383.0,3557.0,5122.0,3681.0,3999.0,3505.0,46113.0,10557.0,34738.0,13379.0,27530.0,10410.0,3577.0,1860.0,40920.0,16000US4824000,elpaso,elpaso,0.5411942153631406,-0.4262017603249831,1.7956126884004988,198.6235955056292,93.15518722285864,-0.12728503723764387,4.74642001827029,0.03422930495679086,13.404088240869482,198.6235955056292,0.06545426561059413
Galveston Police Dept,TX,12,49170.0,296.0,2,37.0,118,139,2469.0,517,1792.0,160.0,602.0,4.1,75.2,240.0,282.7,5021.4,1051.5,3644.5,325.4,"galveston,TX",16000US4828068,galveston,0.09116809116809116,0.008547008547008548,0.03276353276353276,Galveston,galveston,texas,LAUCT482806800000003,7.316666666666666,47689.0,34757.0,9130.0,246.0,166.0,329.0,524.0,502.0,571.0,543.0,219.0,4451.0,798.0,2199.0,833.0,2002.0,622.0,657.0,683.0,36232.0,16000US4828068,galveston,galveston,0.3636074743536366,-0.8084045584045584,1.0659296459598588,239.98177083332808,88.88555111387294,-0.7735042735042735,2.464870785225095,0.1914487617689614,10.77245604231587,239.98177083332808,0.08312189393780536
Houston Police Dept,TX,12,2177273.0,21610.0,217,665.0,9385,11343,107678.0,26630,67978.0,13070.0,992.5,10.0,30.5,431.0,521.0,4945.5,1223.1,3122.2,600.3,"houston,TX",16000US4835000,houston,0.1889100909192951,0.07295992816253227,0.15950162756762826,Houston,houston,texas,LAUCT483500000000003,6.333333333333332,2130116.0,1225210.0,496020.0,16732.0,20262.0,43570.0,18855.0,27465.0,16290.0,19046.0,14125.0,148085.0,24602.0,96674.0,28394.0,119948.0,46799.0,18538.0,12913.0,43792.0,16000US4835000,houston,houston,0.6399521162555085,-0.07673887828787407,2.1606880592329047,182.13559120617816,118.94323736651646,0.7663972761626894,6.404539538862218,0.23286055782877552,14.571686996296608,182.13559120617816,0.09304563695122707
Huntsville Police Dept,TX,12,39243.0,202.0,1,28.0,13,160,1038.0,263,740.0,35.0,514.7,2.5,71.4,33.1,407.7,2645.1,670.2,1885.7,89.2,"huntsville,TX",16000US4835528,huntsvilletx,0.09836065573770493,0.013114754098360656,0.02950819672131148,Huntsville,huntsvilletx,texas,LAUCT483552800000003,6.508333333333333,39308.0,26050.0,11445.0,147.0,378.0,345.0,576.0,783.0,643.0,633.0,136.0,5240.0,1600.0,3083.0,536.0,1349.0,494.0,41.0,215.0,27134.0,16000US4835528,huntsvilletx,huntsvilletx,0.3758223654710637,-0.8459016393442623,0.9279245677592824,210.7607407409,334.5114414353423,-0.6754098360655738,2.845163008563424,0.29116210440622775,10.579183339482318,210.7607407409,0.05339879922662054
Killeen Police Dept,TX,12,131965.0,851.0,12,82.0,236,521,4986.0,1498,3296.0,192.0,644.9,9.1,62.1,178.8,394.8,3778.3,1135.1,2497.6,145.5,"killeen,TX",16000US4839148,killeen,0.09629147690305792,0.008458035133376708,0.07742355237475602,Killeen,killeen,texas,LAUCT483914800000003,7.625,131639.0,66203.0,43808.0,435.0,104.0,296.0,445.0,230.0,357.0,559.0,310.0,9674.0,4406.0,8266.0,4019.0,4065.0,1325.0,169.0,197.0,45360.0,16000US4839148,killeen,killeen,0.4215790180579556,-0.5510735198438517,1.5897090782830954,158.70364114115674,59.206887647798816,-0.7950553025374105,2.2326358937473465,0.3327889151391305,11.787818606553188,158.70364114115674,0.04372564361625354
Laredo,TX,12,245558.0,1036.0,8,81.0,183,764,10685.0,1718,8586.0,381.0,421.9,3.3,33.0,74.5,311.1,4351.3,699.6,3496.5,155.2,"laredo,TX",16000US4841464,laredo,0.06806282722513089,,0.05759162303664921,Laredo,laredo,texas,LAUCT484146400000003,6.3583333333333325,240773.0,225224.0,,2195.0,2181.0,4984.0,2788.0,3668.0,1780.0,1719.0,1433.0,14169.0,2693.0,9695.0,3074.0,7420.0,2256.0,781.0,403.0,36957.0,16000US4841464,laredo,laredo,0.4032954355878206,-0.7225130890052356,1.1393537647019754,225.84615384615384,204.52177239750145,-1.0,0.0,,12.391609859884339,225.84615384615384,0.04510472519759275
Lubbock Police Dept,TX,12,237241.0,1962.0,11,104.0,325,1522,12273.0,3099,8429.0,745.0,827.0,4.6,43.8,137.0,641.5,5173.2,1306.3,3552.9,314.0,"lubbock,TX",16000US4845000,lubbock,0.06764705882352941,0.00980392156862745,0.023529411764705882,Lubbock,lubbock,texas,LAUCT484500000000003,4.933333333333334,233475.0,180475.0,18786.0,796.0,667.0,830.0,1509.0,1071.0,1689.0,2027.0,1092.0,15706.0,4099.0,11944.0,3355.0,12515.0,4015.0,1655.0,1686.0,42139.0,16000US4845000,lubbock,lubbock,0.3353538982968414,-0.8696078431372549,0.8588612420572947,262.54589371985503,500.3780473449555,-0.7568627450980392,2.474145397361659,0.08046257629296498,12.360830283977918,262.54589371985503,0.08510975479173359
Mcallen Police Dept,TX,12,135745.0,166.0,1,3.0,56,106,5465.0,503,4751.0,211.0,122.3,0.7,2.2,41.3,78.1,4025.9,370.5,3499.9,155.4,"mcallen,TX",16000US4845384,mcallen,0.06671961874503574,0.023034154090548053,0.06115965051628276,Mcallen,mcallen,texas,LAUCT484538400000003,7.075,132720.0,116290.0,,1105.0,1002.0,2087.0,1179.0,990.0,578.0,692.0,829.0,8030.0,1459.0,7136.0,2214.0,7676.0,1953.0,1142.0,315.0,41375.0,16000US4845384,mcallen,mcallen,0.3960521090748783,-0.6438972729679587,1.4344022307024409,187.18650793650002,72.72824665345503,-0.4308975377283558,3.810545997558491,,11.795996924864326,187.18650793650002,0.08352923447860157
Odessa Police Dept,TX,12,103635.0,1103.0,5,43.0,141,914,3717.0,770,2565.0,382.0,1064.3,4.8,41.5,136.1,881.9,3586.6,743.0,2475.0,368.6,"odessa,TX",16000US4853388,odessa,0.0587515299877601,0.018767849857201143,0.08200734394124846,Odessa,odessa,texas,LAUCT485338800000003,3.9416666666666664,103063.0,86790.0,5813.0,764.0,940.0,1066.0,901.0,992.0,1098.0,1183.0,734.0,8784.0,1957.0,5249.0,1528.0,3300.0,746.0,400.0,182.0,50731.0,16000US4853388,odessa,odessa,0.40839409288317857,-0.489188086495308,1.749456298547465,244.34182098764163,167.41248386264087,-0.5148918808649531,3.664958526165005,0.05640239465181491,11.543095730715292,244.34182098764163,0.0449045729311198
San Antonio Police Dept,TX,12,1380123.0,6943.0,89,549.0,1864,4441,82668.0,15668,60633.0,6367.0,503.1,6.4,39.8,135.1,321.8,5989.9,1135.3,4393.3,461.3,"san antonio,TX",16000US4865000,sanantonio,0.1634349030470914,0.07202216066481995,0.16952908587257615,San Antonio,sanantonio,texas,LAUCT486500000000003,5.8916666666666675,1358143.0,1020761.0,90907.0,9804.0,5733.0,14123.0,9774.0,11331.0,10662.0,10398.0,8093.0,99742.0,24478.0,69498.0,28102.0,62411.0,23042.0,9180.0,5095.0,45074.0,16000US4865000,sanantonio,sanantonio,0.6347100252089254,0.02077562326869806,2.308407527114124,221.44949443995208,424.12695258967096,0.8416897506925207,6.794223902750744,0.06693477785476198,14.121628883471502,221.44949443995208,0.07342967566743708
San Marcos Police Dept,TX,12,47384.0,164.0,1,27.0,28,108,1557.0,253,1197.0,107.0,346.1,2.1,57.0,59.1,227.9,3285.9,533.9,2526.2,225.8,"san marcos,TX",16000US4865600,sanmarcos,0.03492063492063492,0.015873015873015872,0.057142857142857134,San Marcos,sanmarcos,texas,LAUCT486560000000003,4.741666666666666,47577.0,36928.0,,136.0,96.0,117.0,72.0,217.0,219.0,409.0,167.0,2612.0,487.0,2180.0,373.0,2239.0,513.0,87.0,175.0,27055.0,16000US4865600,sanmarcos,sanmarcos,0.35838526191226044,-0.6,1.6717967755079342,225.15151515154545,101.97088997267994,-0.3492063492063492,5.132507644264244,,10.770104730166711,225.15151515154545,0.06334993799524981
Texarkana Police Dept,TX,12,37048.0,392.0,5,16.0,71,300,2506.0,616,1761.0,129.0,1058.1,13.5,43.2,191.6,809.8,6764.2,1662.7,4753.3,348.2,"texarkana,TX",16000US4872368,texarkana,0.028571428571428567,0.014285714285714284,0.025714285714285717,Texarkana,texarkana,texas,LAUCT487236800000003,6.908333333333334,36856.0,20785.0,13852.0,237.0,22.0,99.0,155.0,125.0,144.0,265.0,103.0,3502.0,782.0,1759.0,839.0,1649.0,1059.0,549.0,37.0,37679.0,16000US4872368,texarkana,texarkana,0.2641648228333878,-0.8542857142857143,0.9108838420571721,206.8333333333,56.46587519660452,-0.6657142857142857,2.86760813613566,0.37584111135229,10.514773706615753,206.8333333333,0.08937486433687866
Tyler Police Dept,TX,12,100040.0,537.0,4,45.0,92,396,4506.0,1025,3350.0,131.0,536.8,4.0,45.0,92.0,395.8,4504.2,1024.6,3348.7,130.9,"tyler,TX",16000US4874144,tyler,0.05989110707803993,0.0471869328493648,0.0426497277676951,Tyler,tyler,texas,LAUCT487414400000003,6.491666666666666,98296.0,68729.0,22729.0,711.0,471.0,962.0,447.0,560.0,695.0,540.0,622.0,5790.0,1513.0,4688.0,2311.0,5321.0,1955.0,975.0,548.0,41348.0,16000US4874144,tyler,tyler,0.40015314771481547,-0.75,1.2224716256697599,207.8661616161666,185.36526246753414,0.5381125226860254,7.233857927923873,0.2312301619597949,11.495738613547408,207.8661616161666,0.0895153414177586
Victoria Police Dept,TX,12,64076.0,405.0,5,31.0,47,322,2584.0,594,1887.0,103.0,632.1,7.8,48.4,73.4,502.5,4032.7,927.0,2944.9,160.7,"victoria,TX",16000US4875428,victoriatx,0.06944444444444445,0.021604938271604937,0.054012345679012336,Victoria,victoriatx,texas,LAUCT487542800000003,5.058333333333334,63342.0,50346.0,4685.0,353.0,212.0,332.0,646.0,686.0,753.0,525.0,174.0,5697.0,1723.0,3433.0,1583.0,1695.0,702.0,164.0,39.0,44978.0,16000US4875428,victoriatx,victoriatx,0.3819016064216349,-0.6805555555555556,1.3982076183634031,262.4938271605333,81.25632343712715,-0.5108024691358025,3.307974623436277,0.07396356288086893,11.05630389521775,262.4938271605333,0.04104701461905213
Wichita Falls Police Dept,TX,12,105488.0,475.0,5,36.0,150,284,5021.0,1259,3532.0,230.0,450.3,4.7,34.1,142.2,269.2,4759.8,1193.5,3348.2,218.0,"wichita falls,TX",16000US4879000,wichitafalls,0.024844720496894408,0.012422360248447204,0.052795031055900624,Wichita Falls,wichitafalls,texas,LAUCT487900000000003,6.258333333333334,104348.0,82143.0,13323.0,151.0,161.0,634.0,962.0,811.0,968.0,1280.0,292.0,11087.0,1942.0,5670.0,2123.0,4019.0,1432.0,431.0,336.0,42305.0,16000US4879000,wichitafalls,wichitafalls,0.3366880969603451,-0.6770186335403726,1.381238256473892,93.0,59.73273809227232,-0.7142857142857143,2.551472780794427,0.127678537202438,11.555486746054303,93.0,0.05958906735155441
Logan Police Dept,UT,12,49672.0,32.0,0,1.0,3,28,1047.0,206,805.0,36.0,64.4,0.0,2.0,6.0,56.4,2107.8,414.7,1620.6,72.5,"logan,UT",16000US4945860,logan,,,,Logan,logan,utah,LAUCT494586000000003,3.5750000000000006,48733.0,42620.0,,90.0,48.0,300.0,223.0,187.0,153.0,300.0,87.0,1730.0,719.0,2227.0,804.0,2833.0,858.0,285.0,498.0,33437.0,16000US4945860,logan,logan,0.0,-1.0,0.0,,,-1.0,0.0,,10.794111697661032,,0.09180637350460673
Ogden Police Dept,UT,12,85083.0,353.0,2,25.0,96,230,4001.0,734,3051.0,216.0,414.9,2.4,29.4,112.8,270.3,4702.5,862.7,3585.9,253.9,"ogden,UT",16000US4955980,ogden,0.038659793814432984,0.030927835051546393,0.04896907216494845,Ogden,ogden,utah,LAUCT495598000000003,6.0,83375.0,62578.0,,625.0,495.0,903.0,231.0,672.0,602.0,749.0,669.0,7225.0,1877.0,4451.0,1640.0,2936.0,1059.0,530.0,312.0,40878.0,16000US4955980,ogden,ogden,0.33927415968950003,-0.7216494845360825,1.2430043461187166,157.3888888888667,60.84626955303221,-0.20618556701030927,4.520840388202741,,11.331103783217925,157.3888888888667,0.05801499250374813
Provo Police Dept,UT,12,116879.0,149.0,0,36.0,19,94,2465.0,301,2051.0,113.0,127.5,0.0,30.8,16.3,80.4,2109.0,257.5,1754.8,96.7,"provo,UT",16000US4962470,provo,0.026946107784431142,0.020958083832335328,0.09880239520958084,Provo,provo,utah,LAUCT496247000000003,4.175,114467.0,100003.0,,247.0,79.0,417.0,101.0,342.0,262.0,411.0,595.0,3477.0,1335.0,5612.0,1840.0,6259.0,2071.0,539.0,1014.0,38338.0,16000US4962470,provo,provo,0.3944486296819713,-0.4550898203592814,1.67728719492233,263.5555555555556,127.56773799741758,-0.5149700598802395,3.3420719462626463,,11.648041850829074,263.5555555555556,0.08633929429442547
St. George Police Dept,UT,12,75780.0,155.0,0,27.0,23,105,1561.0,307,1167.0,87.0,204.5,0.0,35.6,30.4,138.6,2059.9,405.1,1540.0,114.8,"st. george,UT",16000US4965330,stgeorge,0.01976284584980237,0.003952569169960474,0.01976284584980237,St. George,stgeorge,utah,LAUCT496533000000003,4.9750000000000005,74225.0,67927.0,,80.0,84.0,551.0,243.0,83.0,256.0,315.0,585.0,4957.0,1857.0,4388.0,2147.0,3397.0,1773.0,590.0,334.0,44793.0,16000US4965330,stgeorge,stgeorge,0.2043353446109627,-0.8814229249011858,0.8414902873819029,192.0,81.67006795638167,-0.7588932806324109,3.8350371421177822,,11.214856299631961,192.0,0.08210171775008421
Charlottesville Police Dept,VA,12,43991.0,198.0,2,17.0,50,129,1502.0,162,1246.0,94.0,450.1,4.5,38.6,113.7,293.2,3414.3,368.3,2832.4,213.7,"charlottesville,VA",16000US5114968,charlottesville,0.12149532710280375,0.014018691588785048,0.08644859813084113,Charlottesville,charlottesville,virginia,LAUCT511496800000003,4.874999999999999,43644.0,30582.0,8921.0,148.0,91.0,83.0,325.0,219.0,222.0,232.0,161.0,2684.0,463.0,1195.0,467.0,2596.0,1629.0,748.0,834.0,44183.0,16000US5114968,charlottesville,charlottesville,0.511949827848282,-0.4287383177570093,1.8864589075966005,232.28205128204425,172.07846901118975,-0.5677570093457944,3.884465864296856,0.20440381266611676,10.68382109477499,232.28205128204425,0.1330537989185226
